run_id,true_class,rank_within_true_class,id,path,predicted_class,confidence
dan_0p1,guitar,2,c56175840c48673d,sketch/guitar/n03467517_21782-3.png,person,0.980715274810791
dan_0p1,guitar,3,32c610eb453933cd,sketch/guitar/n02676566_12344-4.png,person,0.9789350628852844
dan_0p1,horse,1,3b046867e4fc8656,sketch/horse/n02374451_14119-2.png,person,0.9997543692588806
dan_0p1,horse,2,85ed8d9ee3917495,sketch/horse/n02374451_388-2.png,person,0.999426007270813
dan_0p1,horse,3,77493834d1cb73e3,sketch/horse/8490.png,person,0.9946774244308472
dan_0p1,house,1,05d217fdc4eae87b,sketch/house/8831.png,person,0.8274412751197815
dan_1,dog,1,2d732f7794edc7d9,sketch/dog/5298.png,house,0.9999998807907104
dan_1,dog,2,8d4a7b7d2fc07687,sketch/dog/5321.png,house,0.9999997615814209
dan_1,dog,3,5ee6195679bc2c47,sketch/dog/5285.png,person,0.9999990463256836
dan_1,elephant,1,efa5005fd27074ee,sketch/elephant/5924.png,house,0.9999995231628418
dan_1,elephant,2,4da77e4d0260818a,sketch/elephant/5929.png,house,0.999993085861206
dan_1,elephant,3,ff209e8590578f4f,sketch/elephant/5937.png,house,0.9999790191650391
dan_1,giraffe,1,72b9ffb19c389e2c,sketch/giraffe/7438.png,house,0.9999923706054688
dan_1,giraffe,2,bcc2399b50d755e6,sketch/giraffe/n02439033_11666-2.png,dog,0.9999222755432129
dan_1,giraffe,3,57fb4780dc7bdfef,sketch/giraffe/7419.png,person,0.9998173117637634
dan_1,guitar,1,bbea5abebdbb7458,sketch/guitar/7637.png,person,0.9981814622879028
dan_1,guitar,2,9b9e788ba10de908,sketch/guitar/7658.png,person,0.9964261651039124
dan_1,guitar,3,2578d42d7afec31f,sketch/guitar/7627.png,person,0.996253490447998
dan_1,horse,1,a5a73fe33520c46f,sketch/horse/8483.png,house,0.9999940395355225
dan_1,horse,2,a29f7b03fdde7672,sketch/horse/8487.png,house,0.9999924898147583
dan_1,horse,3,8ef34b300b174523,sketch/horse/8547.png,house,0.9999909400939941
dan_1,person,1,7a9e81681354b106,sketch/person/12155.png,house,0.9993835687637329
dan_1,person,2,561a5330e1c0709c,sketch/person/12149.png,house,0.9984084963798523
dan_1,person,3,b210e54c2bd2937a,sketch/person/12137.png,house,0.9945412278175354
dan_10,dog,1,89d1dcbe8e6f7697,sketch/dog/n02103406_6857-8.png,person,0.6732930541038513
dan_10,dog,2,84ce485280f8fa97,sketch/dog/n02103406_5224-5.png,person,0.6673837304115295
dan_10,dog,3,b03ce67f8cbc8d82,sketch/dog/n02106662_928-3.png,person,0.6667971611022949
dan_10,elephant,1,e2c5dc5746bf6173,sketch/elephant/n02503517_6043-6.png,person,0.6740548014640808
dan_10,elephant,2,3fd460fcb75f103b,sketch/elephant/n02503517_2061-4.png,person,0.6715869307518005
dan_10,elephant,3,d4c646f208f359cb,sketch/elephant/n02503517_6043-5.png,person,0.6685392260551453
dan_10,giraffe,1,e6e5d249b40a7aa7,sketch/giraffe/n02439033_14962-5.png,person,0.6725012063980103
dan_10,giraffe,2,528bd3c41cec9a35,sketch/giraffe/n02439033_10130-6.png,person,0.6707020998001099
dan_10,giraffe,3,8bf5710a972cc0f4,sketch/giraffe/n02439033_14784-6.png,person,0.669897735118866
dan_10,guitar,1,0bbd19e2e3fee143,sketch/guitar/7655.png,person,0.6615291237831116
dan_10,guitar,2,0251e9a187f48243,sketch/guitar/n02676566_8467-3.png,person,0.658603847026825
dan_10,guitar,3,d3c1a984d0e2a745,sketch/guitar/n02676566_7844-4.png,person,0.6570318341255188
dan_10,horse,1,7da3b11c8b4a8dbc,sketch/horse/n02374451_12418-10.png,person,0.6750392317771912
dan_10,horse,2,2bd12935c7026772,sketch/horse/n02374451_12418-6.png,person,0.6705111265182495
dan_10,horse,3,8f2bd52ace960554,sketch/horse/n02374451_12418-1.png,person,0.6686959266662598
dan_10,house,1,3683d4d970006a1b,sketch/house/8837.png,person,0.6401031017303467
dan_10,house,2,ec31fdce39577dea,sketch/house/8817.png,person,0.6394017338752747
dan_10,house,3,93fdac6652ec575f,sketch/house/8874.png,person,0.6391434073448181
dann,dog,1,d672bf126da15487,sketch/dog/n02103406_7521-6.png,person,0.9998338222503662
dann,dog,2,5ee6195679bc2c47,sketch/dog/5285.png,person,0.9997227787971497
dann,dog,3,0b2cf0dfec1af5db,sketch/dog/n02103406_5563-3.png,person,0.9968845248222351
dann,elephant,1,d09d04276f39f83d,sketch/elephant/n02503517_3808-4.png,dog,0.9787640571594238
dann,elephant,2,78216835b928e12d,sketch/elephant/n02503517_7592-1.png,dog,0.9780895113945007
dann,elephant,3,3accffd8d2ec2abb,sketch/elephant/n02503517_7020-6.png,dog,0.9581984877586365
dann,giraffe,1,921408b134a82c36,sketch/giraffe/n02439033_11114-5.png,guitar,0.9972996115684509
dann,giraffe,2,28e7106868e9711e,sketch/giraffe/n02439033_8875-2.png,horse,0.9954806566238403
dann,giraffe,3,ea57fad91ba5f5c7,sketch/giraffe/n02439033_8875-4.png,horse,0.9927129149436951
dann,guitar,1,6ba928dfc3f8fe8a,sketch/guitar/7629.png,elephant,0.9922420978546143
dann,guitar,2,5166c8c5ae64e29d,sketch/guitar/7678.png,person,0.9701455235481262
dann,guitar,3,8ef956e78ad6e468,sketch/guitar/n02676566_6864-1.png,elephant,0.9414362907409668
dann,horse,1,81bb7eb5a4cca625,sketch/horse/8542.png,dog,0.9896257519721985
dann,horse,2,6b81dada330ca6de,sketch/horse/n02374451_16948-8.png,dog,0.9826176762580872
dann,horse,3,51eccb0f9bff6f55,sketch/horse/n02374451_3808-1.png,dog,0.9775663018226624
dann,house,1,b7c44201da5ff66b,sketch/house/8826.png,person,0.9596724510192871
dann,house,2,eba585392f0e4ad5,sketch/house/8803.png,person,0.8591499924659729
dann,house,3,94c54b3e27e1a4f1,sketch/house/8825.png,guitar,0.7683876156806946
dann,person,1,ff0c7c9167e7f546,sketch/person/12160.png,elephant,0.7488073706626892
dann,person,2,65eb0784dc07efd7,sketch/person/12170.png,dog,0.7217945456504822
dann,person,3,abbc2be62987967d,sketch/person/12197.png,dog,0.711637020111084
cdan,dog,1,d32c1db74f57c75d,sketch/dog/n02103406_651-5.png,giraffe,0.9999995231628418
cdan,dog,2,3590487d8b146fe7,sketch/dog/n02109525_6693-3.png,elephant,0.9999972581863403
cdan,dog,3,bc6e4f441f719352,sketch/dog/n02103406_2706-9.png,giraffe,0.9999964237213135
cdan,elephant,1,2097317806244e39,sketch/elephant/n02503517_1852-3.png,giraffe,0.9999963045120239
cdan,elephant,2,f6218783df6f7244,sketch/elephant/n02503517_792-1.png,giraffe,0.999995231628418
cdan,elephant,3,d09d04276f39f83d,sketch/elephant/n02503517_3808-4.png,dog,0.9999450445175171
cdan,giraffe,1,ea3546cad0886b57,sketch/giraffe/n02439033_14609-2.png,elephant,0.999406099319458
cdan,giraffe,2,cd8392b6645cb1b0,sketch/giraffe/n02439033_5652-4.png,elephant,0.9952894449234009
cdan,giraffe,3,ea57fad91ba5f5c7,sketch/giraffe/n02439033_8875-4.png,horse,0.9906914830207825
cdan,guitar,1,2ad47b142b58beb7,sketch/guitar/n02676566_9451-3.png,giraffe,1.0
cdan,guitar,2,937c86b3ba0db859,sketch/guitar/7623.png,giraffe,0.9999998807907104
cdan,guitar,3,5abd7b9988cd6e93,sketch/guitar/n02676566_4605-5.png,giraffe,0.999997615814209
cdan,horse,1,cfce3112e9dba76d,sketch/horse/n02374451_2743-2.png,giraffe,0.9999983310699463
cdan,horse,2,8fc96cb3e59ec71b,sketch/horse/n02374451_1443-1.png,giraffe,0.999997615814209
cdan,horse,3,bf6d0e3e4a82b7fc,sketch/horse/n02374451_388-8.png,giraffe,0.9999890327453613
cdan,house,1,05d217fdc4eae87b,sketch/house/8831.png,elephant,0.7731110453605652
cdan,person,1,5f1d4214763d4c14,sketch/person/12199.png,giraffe,0.9999997615814209
cdan,person,2,87c5689e704eeffc,sketch/person/12228.png,giraffe,0.9999630451202393
cdan,person,3,e9257f474fa12ce8,sketch/person/12224.png,giraffe,0.9999574422836304
