official_index,displacement_pixels,direction,transformed_rgb_sha256
1022,8,down,390d2b5d3362da4f2a218b39c9b624849b60cfa30076b4f56d8d94a50870217a
1032,8,down,1f20b0f41c4683b3676cc158d312910b44df60b8f2917be07291997290700be8
1048,8,down,c58ff3390570c5a31080261961ae2bbf281314c5a9007b9a98ba2326d8918f6c
1090,8,down,b2374c1b35a76d42c138f3ca53b6807378048008b09dadacdd2c8dcd20722eea
1095,8,down,0eac4a2042346c2da6436d4a8fd6f3ec1097ef9c937f6ce23d76e219fd2c2d1e
1109,8,down,fa5a3cdce1f05cb74f44ac1f3709a69cd0781241a6af8dcc533f02eb043629c1
1111,8,down,8d5c102c67afec880c20f6191a349387ca2f50d04dad5092a64ac0ca8f6b0600
1115,8,down,8bcb8d7af16fc43548d99ecdbed215b150810aa58a628a98eba50ff4bc6d6b6c
1124,8,down,1aa364483ca23ee60968a1497b8247cafab0693ce04763e5035875427df2f275
1129,8,down,3b1712d2fe12ca51e47fceb415ba383945fa0819eb8ed6887105f18e58d064b2
1175,8,down,678dc5ee4276def80be061217fe5c8caf98acf186ba4a6d1a01f9194e60b559d
1202,8,down,f896f9da369beb63c0aeb21fe07c8d84abd6a1be486adc555173f3cab63742d9
1204,8,down,1ff048eba44c9c89f62e944cdb65d74e00da5c1699ee771d7923d67da8e54da8
1211,8,down,a163e736b1f5644fbe7cfc03c74efb458765cf77474f2c464c99ead9c176baac
1220,8,down,a7d4ef939fd4e79d4549429bef56de03d51b72a47bde725aaa3ae637bec6fc49
1230,8,down,bafd4d920f8d8887f309708ce9b864f5748645e2d91986998f7f4227a2c84f6a
1247,8,down,4c228269b2746184a03eed40111897df264722eb15393df4d2aff56f610fcbf5
1263,8,down,c80006d8bcf8824089ada393e76fb527ddbe4925443e702c5687a74144dde65a
1266,8,down,47636806a452ea93a3688e8dc44d8fe17ee1930f8af194940dd9f82adfd438f9
1287,8,down,ccc467adfe716ca2c86b282330fde4dcede6c0830db025871b740d01070b6d15
1296,8,down,d548811f09aa3e3a991aa14c6c46e62acdab394d1cbbd71d29eec3907ec62fb1
1370,8,down,8639a8bae0e797e79ca80cec4161d0cb78d2a6280096243bed997c2913c924c8
1389,8,down,eb4ee8039a5ed27990890b52597777d5e13b89466247007243c72c0c627064b3
1401,8,down,7cb4fc57127fb1fa73562d45eefd05b01f3220fb13818a30cae07791cf5bb5e7
1403,8,down,f00c107153700b84660c46d43ec29afc9a18fafa4c235449ea8189d9f43a5339
1411,8,down,5f337a68d4ed583e08aee9cdbbc88a7b3eeb5b90a657bf334860965304e6d376
1429,8,down,f349817c7797a2be1a025508f4db9b96b9c1f572dda6bb62faab6836c8cde5a6
1430,8,down,3392965f63ce50713bf86fb6cdd0d6c7035fb2ac1a72529b6def553f7914da45
1431,8,down,92a76d308f29d78bc3dc312659b0c039a570b380a485b39117fcadd86f86ca56
1436,8,down,a46cbdb6f658b2e9476fd811c52706342dcf335f1f840115a70b3ac4617bb1bf
1440,8,down,9db280d122286f7f022f4eb59f22f8141c3fd821fef7764d10d3df504afd4f01
1468,8,down,837bad0a132638e5f8ad2ca347dcf9f43f7c0ddb3814adcad4dff9361ed987f5
1473,8,down,32193cef2a49fa6aca8e304057516592efac91fc5a8d2540c5bee73f1b040b8b
1515,8,down,388e12825153c55e47f839706db56f032bf6aed45c1ef3ab94e5e667cfd332d3
1520,8,down,1ece9d4594252eefa18571d4be3d7cb8d22c8a3eca4f16dac7d7ac8898c7fa0e
1531,8,down,73b6da19f0af05ab6ea441b52fe2aab5c05e7129611fa2328a20f8fa558b0822
1534,8,down,d5372b0fa57a3da54af9cb8aec6aeab0ef4cf3931fd6ad53cf426706107086b5
1552,8,down,5e2eb656831c45011d0e70422d42b8efdb85fd9a8ae9940f5e2d064a2ce0f3a9
1553,8,down,cf0962cf23e9078534b96a7022fe0b2ea3b917de8458bbd397fab8c9c4e506ae
1563,8,down,f6f6309ee7c2f8adc4548ac0e7e39d2e713f263433e94e197504bbc847146693
1568,8,down,c98830cf67b2c6dd786fe7970a3171610307758cdd0ce5a3499988934264370d
1579,8,down,e44fcce5f6394de3e8c6ee4e2d1c9406a555a815e4d705dd491864a4a3d95e8e
1586,8,down,b40d6f535d9d82349aed8ec652ec90f53debace65b63d206c58ebf0e8c6205f4
1596,8,down,0958e6b4495b5a7c15e3355900587ccbd32ec89fe2208ab15dfd07e50dc38500
1626,8,down,7b9f11a40117fe9ba492c6cb067e7a9b36112577c82e3b613cb1d6a469d859cb
1640,8,down,f8029030902edd840fb13b4ce60e5f284efec6b730b6251fd58596c359be7ca6
1644,8,down,17c8c1db3adb73ab10655c0167f1afb6adee5278c767a3a833362559b520b32f
1648,8,down,0e9273f5109058a3ffdfb1a205211b116d2d6e5ac8b69a68662d6d3b733a64ec
1654,8,down,4b0f37df9aa511aa01c942534118e692e9f6659254cb093e8129f0cd72dedb1a
1667,8,down,d8f9b0846e88a2b786699c61b399e7b1891a5d8e9c483376747e7c4589d0f018
1703,8,down,204d49a76c2fe97ef9635355149a396a0a8c3f9280b4929636c51e9b2a727240
1711,8,down,7965f1d27d60e2526b57a9e7323a569341dcea216b89718b9b5f8c1a7506311c
1771,8,down,fd86eee5ce9e218d9278cae94906b908fffb0e29e94d387358f0aa231ddd7dca
1783,8,down,d82811d7a3e85f61514caac0fdc02f476801b463e4a8abb340dfdf7eb3fe3da4
1814,8,down,67cde82175f55da9c23b7397238bfde3b2beae85d9f13664782cd0ec78212585
1833,8,down,8b34086116150563d2b5952a2ad36e3ae30a4a44c0661e5f16f21b2247e0e8f3
1836,8,down,cb98eac7b805d8f1cd3149b7cb830e7d28e8ee2e9ae3a26a8cddfe97da2fc48a
1839,8,down,f32a861353569db760ed12109a901fd888177b2e1ccc0679f1408269107d90db
1852,8,down,b43b276dc702e9854f13d240a2e510bddc212a85fe65396e58677171ed3b3bae
1871,8,down,85cad472b9c7dcd4536444e42885279b7388b587221b05df8cfd6add1bb7fea5
1877,8,down,dd030db61f271e166cbe7be34bd1c599bb4cdfa2d34af26379c47addc2a21380
1884,8,down,33beef3f5a4989427727ad4c4f217e327d456c2383d3d302ed9d8b6ede649f8c
1927,8,down,cb279c37bb7c9e7cb18c1e63762deba6875f41fd188d6c3e2b6e91e2c3fc45ab
1954,8,down,bb9ea55fbbb678f34d62cde678f3ff93de6353bdb6dd2af617eb765929774ef1
1956,8,down,86b757d3b9bcc9c4abc41207f7757b6a461283ce3b639ba24eadd62c65227a60
1960,8,down,5b03102f6b504b1d0e4dc4fd93e64206998bc7f78f5abee84d24bc04e0cffa61
1977,8,down,903fefdc6b6acf6211e602f9b5bef13d60d5b7fae5340ae514eea78ad6eadccc
1986,8,down,4f161ad409ddbb9ce516ee4325b00783692e201ba071a513564f606fa56a886e
1993,8,down,2e6277e62920e23fb9bd451fac51753ad9b14fdf8a9ee435738f46374b6156f6
2003,8,down,72b4d848e4ce745948764b4584c0ad8729af597e846e85990718e261bad38b01
2011,8,down,2c530f26a803c2a02e39a9df341230e2aa617cf447bd0c7218069f3a396fa7b0
2024,8,down,a2f90cdda6db3dbbc9fbdbb926a841eff488203436b5b8a9ea1e17f5e846e5da
2028,8,down,37f4113ba369b24712678cb4b0cd267ce36af96d30d9ed2a7bb5595f2eef27b7
2062,8,down,3d1f0231879e7722d6f307c65b9a4ed1e374d135744a530b830ecb7fd0a5755b
2070,8,down,9698ff864016f8a0793135d81ac76d17fba299c76eb0fdc265927dfc28c371c2
2082,8,down,84c19258be4ec35e2e07c74a2b58f653940bedc79e863489611e7fcc154bf3e1
2095,8,down,da827a652d53fb3567dd7e6ca97799b80625d0c85453db21c1722ed53b611e8e
2109,8,down,25e3be7311681d3b83c5a48e54e624661678446ba8f8e097289ba87d403d0d0f
2114,8,down,292fa61a49a2ee8dcd94736fe578b6ef7d3be598a4f92a7b5707632db8c1f6b0
2116,8,down,5da10b1f93d40cdb929c8750946071907ae0edace0e55f5912137bc8a5df551b
2157,8,down,1287646ceb3e3cf65c60e8da418645cb76b723f2a9fe765f9bfe57e2e742a55a
2167,8,down,711c2f5b10506dfc8cee6e59466bf434449b4dc284627330ed4f44cbc9f6008a
2178,8,down,d1a26ea13087751b454a72a5a56814d08634ccb6a6a164f7c1990093f0f08ffa
2191,8,down,0eb73377994f60412430ceb2b79e7f4062d091703919df27fb813f9e8f32817e
2230,8,down,f47de7eeb4ec81cb8b24d1d5209aeec46557c36b92249680954289684b2c5996
2242,8,down,782f2a64d0ea5ecd4ad011f49c7eaf2be5a7d4c6060a084af30758d6d1329f49
2265,8,down,733a5226ebff80e4d22d4c45611a416f8481431a3f3ba6a4b14beb7dbf33413a
2268,8,down,88c54a338ab502fff27319152c41fbba9729807cea535db46a91f84bc11bb6ac
2291,8,down,326de259888d03ddffdad4b510217d08b1999e59125b8bc991cdbafdebb62cfb
2334,8,down,a849f1fe77faad67b10b105538015ad6344bcd7a5166fc53eceec8b518d68472
2340,8,down,a27c2f53b5814b8a1cb2945e68ad5ec11bd25ccc2103b27f5d9d6c6d22e0c391
2342,8,down,b8a13fb1f8ea8b9550db9e11578e22e66af44f48809e15dd4c8ccc6258fffe15
2351,8,down,4ea9844ee24b75394aa5962fdf47f96ae0f546186460b16018ca2d65aeeba379
2391,8,down,1c57877fa564e72a3a286255e1b2d8766f2097966ca35ebbeed57abc955e1d0c
2392,8,down,87796ad1b84839b540e5d223f303c451a95ba6097c0bff09ff7be8b6d736205f
2399,8,down,3762b4d2a1c208bd49675509001cbc3d1e20c7aff0d094360abca523dd3b326c
2414,8,down,c1c608a528949cae0405b68a2675b07cf9b0a547ddcf74caebbb40bed332540b
2427,8,down,627107bad8a4a89cfdf4fd3eae16b0aaca83d7b85eaac6d3fd184775e2c31ba3
2458,8,down,e3ee77715d38af7986bad65ed9d812fd8b95bc3f7ff8bf593d52e5f59371bb47
2501,8,down,bddd22e5c05ae2af43e761d751955010ceaccae0eb508f39981e97ea32c564c5
2502,8,down,7546a5f541e0f68d7b6bb06ae7728a9bf26ffa32ef3dc623bc9884b54beba43d
2536,8,down,41a3bc31c704068e205ee59620eac91059b400d51f80569c365f71070cb7b52c
2539,8,down,9810d9501235da8f7ca54364b6d28cf894a2bfbb89f5521872e602fd9987cff6
2610,8,down,f56d2594c11a1dce79f364632572510d7a4b1deb118c52a6a568906e611f1562
2623,8,down,ed84036d60b737811807b9adb5ba5fa6ac27f1c78789fef177a022721aa885a1
2655,8,down,e7987b22710e795e33d65f5ca85295e8000fd3fcf0db5b2f40415ec4831fed62
2668,8,down,c76ec8199e14810c231ae7746d7130da0638a80657c8cf152adf5860e9f34fbd
2676,8,down,7e9bdf4aed7332147f73d8d9b954438b0b874f530e2d19cf6a90ba1acafcaf5a
2687,8,down,d6b6ae13cc6d355b010a01a1255593b05b783b7b5cec6ec4d4d106afe5277f79
2690,8,down,e0e8e5a20cd199f00af9d6bc37b01f2b7e859c12636a0d92c6e7e33529a5b43f
2704,8,down,89e50bc53032ec8124393ed8af9d9a7b7b07a6de7db1d0abc382580131c5083e
2745,8,down,c363472721429a40b0450218ef994ca57e5e0e5401da5b738ca79cdcaa7b5499
2746,8,down,11c44d544c78f00c80e1c8e53869ecdd34474c33796f77a1de38a58ff4c044a5
2750,8,down,8ccbc5e670c3c4a41b63084c36047a27c49c3acab97d918d66af04cfd789927a
2754,8,down,c3e4d3968cc5cbe480a5d783b3b640973979549e7f3fb7b6be5df6f51d1166f2
2757,8,down,f64e95e67944fde3b4f958a4de4b9325289a4d14e1b0bbbc8d69feea075f58f8
2766,8,down,fbdd15e730b5050f4b2b60f2e94676c9ad93718734b4658df8a892ecefb22cf2
2807,8,down,d7d1826413caa6e5a4027e9e53a8b0e11954fb27f8261719945a1c1d6261ad32
2844,8,down,27325eee94cd03b21b279b34f17287f2ef6810df481dd53d907a2c79f99abdb0
2854,8,down,621810ac47d43a37e73feb65fe7e09d856d6b43beec9dbf56ddc5900ca8f3064
2861,8,down,9aa079711285323712849aca045fd7ba78a2ebc2f2ff75ea1488851072b6c2d5
2888,8,down,2b624e31150e8288f704dab5d82924ebf31262bb5614130dbc2f479fe7ecb4ac
2898,8,down,1fe94c50b4b4f3e56912c0344ed3ac04e2320be08e409ba61473f0f1044baad0
2950,8,down,48df01a517a41f2c52c203c3f7ae58893760f8e4bda7a51067bd66bf307875cb
2958,8,down,329b38f9a7378d8cd726c7869e8ff7ea53ae2dd89d337b32a206f63c4fc4cada
3015,8,down,0b5fe7384b13193c2698fa2b15a655fbfb8e29a5abf6a9be2846110f68089665
3024,8,down,23c918e2663752ad3d0bb0180f0ec874053afadcc9047f7c16737a5de85fb041
3025,8,down,c2e9c68b5454aa7c32324aebc09ba3c3c6158b9c8a499cc3796f6df363bb4e91
3034,8,down,59c37fefeeded6d000280613a6b4bee567e79d8c659e09197b5779194a4fc78b
3067,8,down,619d1ffc6140348a8d9e9ca97aba251b8b0975ac0575217a00c98e5cfcef48f0
3078,8,down,82d058e177a3d16022c3cc26945cdebc04b699f9ce09e73552bb229afcd02a44
3079,8,down,9e4133d0dcf5fad7dbc9018619f14788195f1fe355350051d5018e88687798c1
3083,8,down,a2d49ef5f731e9a19baad55eea21dc91b077c59bb2cac7c9cd28e69fc987a81c
3122,8,down,7a3317575784ce08e26299366bb9a2330b4c281933a7cce4199d06eb02750a83
3153,8,down,4219a1bf2cebe7bbeb3f680cb32bcc08278951a98af827a97e5d6f04874eb090
3157,8,down,e84d43f568ebf36efec85e4d3f66bbe28de28d40b8d489b2e1c3ff929814639a
3163,8,down,702275874bc8d34c0705baf92dc255c7e83ec9e93051415a6dbf444159ab1fe8
3179,8,down,e63f813c1d2492bc28961142c47ef26f62a8d481d91dd109ee9bb4f80d7c4d47
3191,8,down,1a3b2be9e9f9ec3194aa73586a8ba090fce0c429b1d3a0137c87738e00b5775a
3276,8,down,ddfc6cae55302042c0c2b5614b05ac2829eb74c767cff1746ab7da879c9bb082
3287,8,down,8e5c0feac8c4e9d7d1f3fe6ed8fabd615b18d7d426d77493f696876eee5b5bb5
3288,8,down,5dd472a1a195a9480b597f5948e5b724dc31537b4ff37352bf0db871bbe1be9d
3292,8,down,136f81fd95c282a30dfeac4f623d7f614d30e3ba29dbcc064478ab1f23602694
3318,8,down,3744017f3b0f53740b26c770a3c3f7311dd696dca88ef2597bbf8e672629e4a7
3347,8,down,fa01aa5850fd6ece2eaf69711ffe604ca71813d0c15beb9d798d2fc3ee2644ab
3353,8,down,c243410b87afadc46cef2d5c5a406facb07b331cfc5364d3209e4dcc65b7e990
3362,8,down,9f236039d34c2665da9c165787f60f8ad538093c036523a357ec15b7ed14f038
3365,8,down,46b54889aac129d370bbfa3c746eace57863a013ceaad4f47bd34b4163735ed8
3375,8,down,7dbe0faeeaddce49474f385f4739d4a57d832379fc8633b55ba48bb00d9430f3
3383,8,down,4a429c17987de9dcf39588b5072ec2faf451af46dd4a98f011e021c55b2a33ca
3404,8,down,e841e0ad28438f38044caa1ce530ae303ed7e7d8f5bf3fcb721dcd7ac13906f3
3412,8,down,5dfe19e4ecf3af40f018d1862bd966876a83ffd9a1ac2bf498fec7b5990da556
3413,8,down,751b5ff746dd59c634c220d57ebc3c0d2d1fe69013fa379b4e59445273c94f21
3418,8,down,03fb99deea892d8dc6439181eaa852bf1e8a4142457c0302465d7a28fc6f5e82
3437,8,down,3f2e869580a28f394d34887e4cef1603442ed3c2ab580d5181ca5db229e55d77
3446,8,down,afe39471130c522a220e8f02db136ef221908b6fe1951f438961ef64bddddb2a
3454,8,down,b9d57489d7bed7d10c39025579747e98a074e5bcd6903b710de0de8aa5b02d18
3455,8,down,edd76d9401b82c4db6afbefd877a41389881c41ece184c494e1d0f96d112a666
3458,8,down,703572ae80909bff28c7f7189517bf274b437c731bd40a75127d79b49095a941
3467,8,down,a45ce3080dd85abdfc1e52f84b7aacf252034feca13c816c81bdf2a6c626064c
3491,8,down,9253fcc3a0496076399fbd2010eb699e8e2b7e4cd4259a3d040968d22216ad76
3494,8,down,a5c4c0e31c618f766c3bc43396086db10de9c9c166b33b08697a51e398852df0
3512,8,down,05cdd0fb16b3d2f2ca78b65773af6f4c7abd3367496fcbcb3960947c77bb8445
3515,8,down,9627adf01d3a0a0c6c60e12f200c29f11c8a7d3d80532d3f54e41bc7523656f8
3542,8,down,efbed76cb1d437f3124ffd756e10d9e7aa1f7abf2b834a800e752fba18835964
3550,8,down,fc58570f1d8b54292e3439f814de44efa9c364f7d1033fb32a36cb1976e93b98
3562,8,down,d187c70965834fa80da4aec67b1d83cfc9a9c5e0f77684a7aed7a23b6f80d247
3755,8,down,534aa7dc2f4e5ae6dffdbf0ac096cca45ee8ad3e60be36093a1139191ae23290
3763,8,down,8d52bddf4af61073bff402f47681ebc5808896f590e4232fd67b2786ee74a816
3777,8,down,2683b7f3734695d79289d7d0035b795686962cf21bd73ec4b658f577d8e37895
3778,8,down,6ee041d28402e73dd5826e2f181be5a48eff074257509abb0ceee9615f0ff746
3779,8,down,2be65bf3785b6c966351c187d389e2c23e32396e52b3c9e8ba579fff546cd341
3844,8,down,aa9da7f6e33bd7a876a896b0b4a75001b83f512fe15d587e0e07c491cf81fd37
3851,8,down,9652b6edd58d816c30737743d91e01f73ddbc10b55f577d0db60d6dc33b34983
3852,8,down,9c221454c64d5522a3d8ac0ab7f6308569e7837504b24757d90423de3c40e6cc
3863,8,down,e8f73f27a2b3e67c8f9795c3a5b7b689b457d0c6c1b7b5c14975f321e3a24938
3867,8,down,3a4b4987b1e5ba7f6fe430574b71ac382f6877de6d1c58623707a91013b8e7eb
3876,8,down,5b8edda8f025505126c8b71f30b85ccf6c16a534575e1638aa1fa1d23448534a
3889,8,down,e5178ecc0b25fd844c46bb721111e271246078b4f6591539c69e39772bdb1569
3891,8,down,b994e699259e8e3d4aa164fefd58ca465d1620dbb10b3ac306416d0848e3e7f0
3893,8,down,cd8e40036c81a151c052adbd5c44cce73b47f34a483e5a142e3df18637393907
3905,8,down,a0706d22b5eccc505ce3cc88ff80548b710744468292783e9f23677d0227f218
3914,8,down,e4b2b0d9de70e7d67cc3d453ce9d46b5c78c0df0fb11fe126df2b326759115e1
3937,8,down,9e469cad3772648e4151f0997ebb7a2d92811ca2da81851e7ba1359597127fe9
3942,8,down,510f22d571ef190f791981ca785b98723b325bc8c0ac55673a4d1f6d6296af98
3948,8,down,cdd91f096bf4b68f9893721d4c316d6f8e69483b2c0c5dd99fbe2955e037de79
3962,8,down,232ab52ed3ad1cf52f28fb0148a604d453f6857e11ccb7993cc9a25635ed293e
3965,8,down,e975bdeef70c4fc8a11f0d3b5f0e66f39f8b385a425b6459c9cc0d50b1496996
3994,8,down,c255f0ae32258ea5139912e33d77a93c64c2ebf297981b5e3716a0de852965a5
3996,8,down,8548fa18b76fff14fe98e8054c3473d140a0356d393e5ba8830a71bedd9f10e7
4011,8,down,6149fe348397af8c7dda5ad47985b219ecf6902806f279469c2ee9f362687f8f
4023,8,down,05b29b626700a072812b255c62068bad87852de706452e2e57d4b08e7966a684
4054,8,down,09cbafcb7da83cde4c8b13d8ed4022208a050d6258ea69787d2c53ff630d4099
4065,8,down,74e1402d43021bd1199e69838551701caba1c81ec5fe72fe2f2f47104e31a91f
4069,8,down,ba2b5954bf6cc22689f523a8c5ad352331c128affe21a16c810e2dbd1ac37517
4093,8,down,a4001a599a25613c26245327c14a49c7c63235e58031cadedc608e23dd48c203
4094,8,down,1813f965fd57aa6bd14cd3b7b63f3ff070cd3c2bc62137ab4242d7be7fab29bc
4106,8,down,f34f5ed12430d46b7cac4e6ec5bc5cb9426d1dade0f1db4c57159de97a365311
4130,8,down,e30208e9ffff38ec6266b0c5606770bf53d5a83f8ddc908dfde40da67280ad8a
4168,8,down,bbb2e722228ce97299a5711c5f3eca6ecf46ce9ca26e6f84a5a201c3ae5ff3c2
4170,8,down,7025e56320ed3e0485d8191e0315b3515d6d4e33deede01cf3c9f1caa06f7c1d
4172,8,down,f4536cd8a24a1f0d1434cbd3b94195c245e0717ed4ddd76d3c89bfa61df6c094
4177,8,down,f29b24351ada489e663ff81dc952bbe71b7a7c3de626c139d48594c8971337be
4215,8,down,56ab4594e4081856ff739b8d0adeabeb6fba76aa73323bae09e2ea558e3f2b93
4229,8,down,f3dd46066a0d37be1c24b741282f360fe5327d6f0d99411f78eed9c1149937b0
4236,8,down,775044da59deca234808ee28af8302b341a88e1ffcbaf99adf4d263ac885553d
4242,8,down,8f3b672baf5233ad9e4c3347400248fbe79da8b2c36a99534cabdba028416b80
4254,8,down,1408b39cd2791ce8962e317047034aebb9d0dbe06d11f8a29db2deef5fb828da
4290,8,down,8e0bc0782d6173ac2541d5b61036cb7c5f49e7dc2f169ee56c9f6712581f3b53
4298,8,down,a2ba156792f18886f38bc79c1948ef8846ca1d616543dabff2c4a28a9ae70260
4308,8,down,7511580e5cddf446522fd0b9ef6fa3cbfbde88456f13cb12d6a51b858890166b
4311,8,down,17112d8bb2919350613ce8e1729d8c9fe6c2974ff2c3514d888455fd47f48486
4323,8,down,7138ad567aa24215ec1841af381b0ab96d8099090e7333dea7e95f8578ffdced
