official_index,displacement_pixels,direction,transformed_rgb_sha256
706,16,left,6a8d92d68a076579e4b786a9e95642befb7fabf877ca07e38566cf417f22e615
714,16,left,4736f5ce61b8ee5e420c431b4bf832f7bdecf43eeae38c7c9b69815ab4a75114
716,16,left,cbeb26b54f22ecd4f7bf6747126a11094293520046fcc24510374660d9dc7257
738,16,left,3a876d7900093820703a78c1b73805dc5a2f114814f1ea821438781e54ce6b54
739,16,left,b2094d969f253fd501f86de1e31996ae2c0ed2beb835e6c3f32befdc9d9c3a73
766,16,left,a7cf67de6921365f5c3669b22b707acbedaf1cfa652b38bae46e4f8d49f34fca
791,16,left,3567e23a3b3f25a0829ac926789ae6ea863434d9e3cb2cd4e813c7ae88b33013
805,16,left,ad1070458d5ab5bee33af630f6a6f1f307f8ba36e144a13497c276ebe014ef18
825,16,left,112439b87749f706c076843d5ef45a689c11ce53b9933419a240b4c9329b34c9
852,16,left,249db7741d46293b8f62f73b0c74c9d65f42b006799a6c5a41b664c8f755cac7
855,16,left,d5a6e5195793a9fabf20e4c298189c8507bcb045398a33133882da7f3603d4aa
873,16,left,4ad1e78da12a462b669b71813d3204a290448d071176d43e8d766711bf062123
890,16,left,226fb2f82bdc5aeadbc4d9163d109406c9822d673380abb97a717f03022ec67b
920,16,left,9db1e862e7b5f18081b1376c621cb8fcfa06192c2077ab8eef5df71409871180
929,16,left,c53843af978c718c9f3d64adfb8776adf0900cd499c9c8b3c5bfaf247534b11d
962,16,left,85bb13d88b8ebd98dd853ff85a66270158eaf981ff42e33cf98acb53310e530d
964,16,left,65c11fd67fecd174a143ef6b50eb6d05abdec532663ec72ebcde5246ab4934bd
977,16,left,e920e232c490c4c07ac62a87840720c9066735932d90c2b6c8c6f729e54ddebf
979,16,left,a8be9e3da9ca4436559fc24532cf7be1e5cfea1f38aa93565eeda3841a8018aa
981,16,left,2d631ed12370df1eda048e89b26557789ca75f7d7d282ed316d98aeba04130ab
1022,16,left,e8f72e566fd981309bb80eb28606e6561f0a80008747b044627d8ff93b9a1a1b
1032,16,left,bd41a3fc69a114b56468d0d23a5fbe6481cfc1ee7a5b363341dffa536cf73f4c
1048,16,left,03b27e7e3de97cd01afed7edf99434a3c7248b2a7014b1c3bf1566791075bba3
1090,16,left,af927ddaa1238b48a1a1cec8362357b408a4b9ec7e793c8bf5f054c6aabace9d
1095,16,left,e7e322d00474d19f60ebe64de47e3f5c2ab0d9e6a30513ebc7c45eadc339ab5b
1109,16,left,6475b87e2cc9f7741e9c3aedb4984f3a4db6b588769d1e6a08c4a8570bfd35a0
1111,16,left,012e70809f978f5f656c08ff68df03aad666de63aa8a08449b195b36a496d70a
1115,16,left,5eaf18804a55a7e7c3406940d2260735d7eda03c252155b6c94e2705c94b142e
1124,16,left,acfa03e221fcca2e4b9e74410a40ba37e23aa2890fa1715453f5f799b396c7af
1129,16,left,43b6a5f3a3cf16daba68d5314ac136e4d05d037d2b659ed6ebb0bf45fe8928dd
1175,16,left,f4d779c076b04a0f8d31a5006c79710edea498321fd3f9a963d32c1bd0e537f0
1202,16,left,5556ef0e2a7147c0b5df0f329792ce520936a4c561932852fb005fa674f47668
1204,16,left,920f649a797d8004680f2497b08cf8e8b4c2d264280c85a57c83cf80d979997a
1211,16,left,7b9f2975eb349e072dd0f6c4bafd0d7a34e2277ba6ceecdd78a9abdff940d4ed
1220,16,left,2019609fe8c77fbd5660be2871c7306457daa73599e53ae94cd58ab572c7657b
1230,16,left,1c23ab4465243e812ed78bf1f26f5ea741baba2edfbdf742dbd4c1355b3a78cf
1247,16,left,3598997796edd46e8c16f9b8f52bd9b85aaef3eb81b315ea7fb3f2743a6e6bd4
1263,16,left,5f4c3490dbe36f88dc15eedec6ac48590415571884e6c60eb86ac2c0a3a04c9d
1266,16,left,59e0ca5c50c3485d9e5b9219f2815963f66b081f6684bd42b01d50a51053a7f5
1287,16,left,9c1188b3ae6ea11bd7af84c586300cd8a9f46068a7f20d3b95f02dd215c00474
1296,16,left,34f7406fed5e728e4f8a9228f3b13935f539e3c380706840b0558a260d29a143
1370,16,left,307ddc1a7baaacf916532df89bf7f6dddea8f2facc4dc72fa79a2bd9ea7bff1f
1389,16,left,36d1fe02f79a980afec8bd1e4a43963f51e32ec2712c9278914cec25ca058a1a
1401,16,left,cd6221ae24888d143ed31c0fe769e21435ff107489934c955c7da4e8beb0e8cc
1403,16,left,4e077391af80a2fce2ad71be4d22a05b583dc75c106c41d02ab0c7cf0a87107b
1411,16,left,bde2de06d282fdfc9ae7efdabd9857842b502e5ff3d82613e8ff8de2dfa87ee5
1429,16,left,cfac5ee61e161a144a7e9c807f958e25c5905b23da9e42914cb9e1cef6b81045
1430,16,left,a30f18e6537ca4786e9f6bad5d747cd051c0645473748e2a5657df95a471e9d1
1431,16,left,252d1b28653ea6f973f69ac92615fbe4c1ac55f604439a86d64832c5bf4d6e16
1436,16,left,f4437ed25f2cb38dada86798465e7c9b3fd4b61b8763f665ab4da9bd8e76b28a
1440,16,left,d372b853ce001ae60e49b89034497e214ab4d93a18d78d68066274f09bb4e98c
1468,16,left,1026643246d1a13958a443ca55a9f3b83306cba02a854f2f2c9af59895419345
1473,16,left,1f52229c95a9a4c97f0109b50851d92a5426978a08851996b9dd668560f1d1cb
1515,16,left,d790507aba39cb1131801bb53df4ef3225d5a446788fd9b86623bafbf2583a30
1520,16,left,0cfc57b79710f4c0ad0077a729afaf561b1cd4508424305334b1777ad2fc1ffc
1531,16,left,9348623256aa2ee6acd226357c1f21d33255f2d13ea6a4d325bfa7cd95a11589
1534,16,left,8a2b0dba1d9d24d6615f03f2d1cff54f10c2fd74a306b38ad7dac2a33b690972
1552,16,left,f53b0ea39d01d1e84c8497ba6b4f43517820aa663818bdba9dfbbb7446d2fd97
1553,16,left,03d599322d7c318ef2c14eb17beedd70226876d36ef31c9500a6f4a511997871
1563,16,left,90f4b1c784826bd935a36393bc60fe1bdec51963aeb3a6202ab315c022d499d4
1568,16,left,eed031daa2ccc567b612060f3dbcf0f9074355afe51170298672da3e5d4a1872
1579,16,left,d0398678c528ae14f95b9a4a2f5c45a00b68a9db97b19c9aca81e99b743031d2
1586,16,left,4bbf7734dd433e9a7bfc1050866d5c2e7adf9e1a236711df3443e46831c00964
1596,16,left,3cf39374b2830a5e8efabe7804954754e7de36bc840aea41de0f0f0ff4bbfe6d
1626,16,left,a22aef0b7c950114b2d18ba61d41fec9d535f34111c6665fb9aad62e2c504c95
1640,16,left,92be101e33d1f1fc86f53ae2084f85b91ffbd6e5016115f8a29ee0b0325112ef
1644,16,left,fffeb45ead068c3b05a9a8e2ba1cb92c92ddc69fe8bf1383b97e68b489839f0f
1648,16,left,156f851cf81f36064008469b43e613688239668ef5f4dd3bf5d3bf66fc790de5
1654,16,left,05af00273673265f54bb49f55a227b88dabb7b0bfb9dff37bcd838fac49f12b6
1667,16,left,40ec1d3834acc81dcc0f544b184739156a74d85556a8ddb7266837313eb958db
1703,16,left,c9ef0994d2e0e36b6dce4b3da988ea3208868794495c997dfe4b4a6c856dcf0e
1711,16,left,1dd12c9efb92798c349f84711a791d8654f611f3ccdc33afbc6c30fe9ed264f2
1771,16,left,c4d0212cd7134ca85afe81def79ff70bc4a72f1270e710f197b2f52200ab1d7c
1783,16,left,ccc85e21da4dbdb4541bf19652172c1f1c28ede08a7cbd37da3c4130f83b8058
1814,16,left,1e54e6f4917152732089de1a2a4d874c5341e4049155455132774cfb94ace19e
1833,16,left,acf98c87d842389a08541b417eb0b675d2ba8c31773d2fd50a8d011b965ef171
1836,16,left,09c87ed9b185c988d15af96daa1b57a9ba1b820bdb1f2cb3d8a66db67803be49
1839,16,left,b5ff127a600b8aa0476cdb51ac365902a276b937389182954eda9364b1a023b8
1852,16,left,a6e485a1a1cf7a540aeb98be11f36bbe377393d2e92047d6df3a26a15dae2125
1871,16,left,ff6d92c8a726cd866dc95db5d375121a08067bdcfcf01ea57e2da9b7b454e8b6
1877,16,left,a77ac9f4ae73e7f16dfad36a1a87b3fa2bc3a9dcae089d034c54a08d967e6b2d
1884,16,left,d23444c9345d7641ea16b3cd4f394d604a7b28e8ae1102dc2770ad2cedf4962f
1927,16,left,e79f17eefe2f83ba37ba28a503270bf38d4700768a3823742ed305ce7662ad62
1954,16,left,c2905178188485942ec9082c636b2cf10e140660abf36a0619af139e4f0b1b86
1956,16,left,34f6b31a7de2aa0801482b205da828b6736bcc14dd51ab4852f95fd669f62703
1960,16,left,e911fa63436be7d3936e87e22d63070756ed78bee0b025f5688b00272ce05d10
1977,16,left,558d68eeebd24e49bfd9a05470eca021369da451f5c31286b35a8ec8f998330f
1986,16,left,003f15cbadfc16dfa1aef537c5c3a9c5a2d435dc592ce52cebdc0818cd6c46ac
1993,16,left,6cd22065e32d0441535d4487fcb136cede257e7480905053ea0901e8be3d248e
2003,16,left,37ca6a1a62d028d6b0c2a2ed4e176111c6ac406e7703a1e67d217831170ab862
2011,16,left,83bd4b4ea2b728ac61fac0de5430be5ea52d2c149d1b72c888071afa1d2486fe
2024,16,left,5be8c568fb60acc629a629aedf1ce7037cf378aec68ed08e791de16c91cea5b9
2028,16,left,bf414bf9c7ef80471a5ab9a2272f8a13f52954d2b99cbe11df6e859a187fdf3d
2062,16,left,ae410891afba74b66a842e784b2929ee0344d8af58185cc6cb5556014ea20c0e
2070,16,left,561ca9c0fda87328155bc256ee9001d788125e4af898d4b794326c3c1f9599ad
2082,16,left,eac6202902ded170c0c46e2cc01c4e411a82d039bc541922d8a617f28805f8e4
2095,16,left,7e17ceb146321298c7db3ac5da419dd1215f2d83d7a567290ceb47a20dfc2986
2109,16,left,c4bc7134f0ac3189c522a2ca97a2a063c6beac10b49f9f13da52606ec06cf493
2114,16,left,0d8a7d50a9daf8a7b59ef7ceb89e4453c380e378845d27ab3ed60883deae8738
2116,16,left,d10dfd9c4e2df3648f896a4a719cd69d4da377f183971b3ddb056117feac69f7
2157,16,left,3e1b25e1fac11b8e3017e39a3379c613f0f847ee479b218fce6e059ecf764027
2167,16,left,c4390a079d97ef09a09ca11e7a009fb327bc5fa97e68e7d4e87757981b43a73a
2178,16,left,7b3c24803ce69b1cd833fdee3d18bc22ada5e0fc97c982cc210009f654677b2a
2191,16,left,7f0e139adf3956e69193f32da3f227debcc218a29f86f8742a1027cc9bdaf8e7
2230,16,left,dc8ca1c922f76764dacb1897271931b7c710d77953cc168509586a91578d69fa
2242,16,left,af57b7e39c37cf1300512859bf9fed57d3bb8b92dc743ee333163b2cd18953fb
2265,16,left,c78713670e1eef5773fe589b4551bcc4985693843cffc42cf4228a07b89fdb01
2268,16,left,e726e78a29227ad82b9944d68e5b383a176cc748a54ffa577c641e201a9daf8c
2291,16,left,b0b3621d68d8e5855fce80d497b153d9e8d2051bcd96bc9203e16f8bceb20389
2334,16,left,9fd178af62efd073437726f820489101e183148786e2e9f13ad62d72eecd8417
2340,16,left,8aa2b4ccdc88f6eb2f651c98f122ce900ea994cf38b90ef42c4944e44aacfa23
2342,16,left,6dbb527a3f8692de776943651e503bc4ee3623bc8012f490ca3f571945dc7d84
2351,16,left,ef3c6ac0c7617ad58375cc5e565b89846e82a74ce0508d5f1534ad3b8867f1c3
2391,16,left,0e98a7914cc545147ad663ed339c9f6467493c5581ee8e0bdd415c50a9154b22
2392,16,left,12b8aa112641ee1fa193719331f8d65a2abea477eb7f007f607bf04fb4f842d6
2399,16,left,49007759bbaf17679e136bfde303ce1630f60446370622c50abdaa6466f2ba8d
2414,16,left,b2bccee988143fc70b6987a35930e53bdcb2fe977d6450368a9cba3d0bfe8af3
2427,16,left,84182c14986a673d5774a4d2816b6d073014a289b3379e01faf50682e3a56552
2458,16,left,eb57abc97e7614eaab324385ec18d3d06ae03146e6e6b9d131f8b58ebdb200e7
2501,16,left,64b661216b22333418b401579f964a531a3a2ef22b85e1370039e014f74b3a62
2502,16,left,125bf799e856660a98931305c567c3d123d4c4da78c6f79352666b52b480e14f
2536,16,left,15193f810af5577caf037dee3cfdf5789df0ce4994f5a1bfedd1cee0d0bfdab7
2539,16,left,0fd688d6488763a2ee596019d20d213ff0eecb60d1e7449cfc20c6e5a53d6cb5
2610,16,left,6cb05a7d3bb2d17eb8f91e1e584fa31cf6bdf1fe248fa2096bf6b24f82915257
2623,16,left,58af653a7d3d09b9ffde2666475a334cd81ae9e42b6fcda481b2c2c53da294b0
2655,16,left,eaac538d45227068fce472c3db53a866777f906ebd42cae47914c09daae1552e
2668,16,left,68df88ebcd82fd6f2560d66a9eb23780552b90adb6301cd71d850e253a3261e5
2676,16,left,bff466ee850bb92a9898012af50184ec00731f256079977e0115323677ab8761
2687,16,left,3438c50c1fb5278d4c382126ffd6e3fb729eab8652a767a58b6119cd5dacd266
2690,16,left,afca57ac141763785186a249e0dc3297fed5a59274514865ecf53d941c077722
2704,16,left,6e336a79b10491fd59e87c5ef1d5108c61c50b69b493777fb60c1e43635e1619
2745,16,left,9e6e7385580aebbaa1b2921941190388c2019fc1fa1c02a0daea73c4015ec0a0
2746,16,left,562fc3cf31d8ff91bfc1d138a9096c32bd85a838205177bd3ce28db657a604bd
2750,16,left,5e83d26b7f15ae78c6fc68a1401f89ed6947deaffc7c4607436ff4cb4f093d7d
2754,16,left,8cdeb0a1efc7be346216b5ab3a10bda61b3986549105d01fee0120ae63c66808
2757,16,left,48ccf2bfccd32fff806e5e3da83918921d07a8eb5d9cbe1fdf490ec62aec01f5
2766,16,left,5cbdeda2843fffd5fe8eff8fdd83d4fde2076ed2ba25ba9e06b2126386f5c684
2807,16,left,ab84813477766fca290bc261ddf4252dbbbcf7641bac075c1a2e63ccdd675e69
2844,16,left,30312e551b59b7d7e9d296cf96367070a7d4d60d70fe2b560629fde7b13944be
2854,16,left,e04c8bd07475fcc24b93481cc344f94a79ff4c9d5e582f6a04f8035f4702ddd0
2861,16,left,aac55fcf41f0b72062591b88bc5df557da7e4f42b394f4a4e3aaf1fe7d344817
2888,16,left,19670f5dd86be27a818ffb3fca2ff06662775fc320b051a311d8d6465acd6b87
2898,16,left,88ec416dbdd10a06c8e37ecebf1c3e057da5b0a25df15f36bbbd70b49cecae35
2950,16,left,589e146cd875cfb37335a0c6030295682cbc332b3da37f50d7d536ce590876ab
2958,16,left,cf85050dd6c4269ebec4f8bce7f5b9d469fa49e8512d9ef1debd264b280e2cec
3015,16,left,5aee17cafa128f310a8a62137da8b7694092398c899ee9aa0656a71adb845f15
3024,16,left,a1c13266ab5a8ee9d8c16646bc07e00c24ddb9e7aa9b4e5090282ec77cd65a14
3025,16,left,25150465a99c9b971b4b8f6194728d780baaf2f5b9ff5949b2805ee4dd2029e0
3034,16,left,62708e1986be9622932fb138f11fb36a885ed28a1f84290b625d745dfe7d7b4d
3067,16,left,973410a11274346e8b1ca45d59aba39e3db1e299510afa9f96686a189a2b7014
3078,16,left,6adea76a1fca9c391745cf8c67b2ed25a2534d30be155b3fe4d17210ea44ec7e
3079,16,left,6d3b17e186c384b4db0b777367ac87a7fc005c0b033748a1829336247fcea3c4
3083,16,left,23ff2bd8941d72d379995f67c7907b6a6e5f7d4c8c5669ce4446c96ba1be0ca6
3122,16,left,5c59b02286e28bc374fa91e327d14f4ad3a01b91546e5c0d1b2e57923d7256a1
3153,16,left,735e6a64d200f1098c5722ebec975a11d699c8876f072ad657a3882e22f5b65c
3157,16,left,26a1080783f633d36af50679805c1b26851f2c7979e993df961b52b626ea1bd4
3163,16,left,86dcc010e559df0166a35cacd13fbd4becc4f9968d72113dda0d69d3e4aab731
3179,16,left,265e9aed47be850ce3f3ead268e968b6bb0e174c5e6fb1730b84114e4a9f0f21
3191,16,left,f9a222121b3b062eb477e58e18e32480be9e4c14a34b4e67ec3e41e437f7a9d5
3276,16,left,288c318f6837145e5a0042149ce15f42620d974f5db9d9e4b4096ae0c2b31c88
3287,16,left,d2caa753f80a705887d39934de3bb0bf760b44a06f97892aa4999cca43f2dd64
3288,16,left,547d28231c88e5fd51b4c661ab02376b51f46c1c345e92bde9185da237343899
3292,16,left,5ce3212938330d3a0c18a2bbdca80ba8e26e7ff8271ca6b4ca6879bbfe49924f
3318,16,left,e2bf55e7dd371d211596b8c019cccd060188f90336f645d9a13a29ad2faecc56
3347,16,left,bbeee3c60365d9da1cecdb6ca283da9064fdc85c0c03fa39368e3195c6271b82
3353,16,left,f925dbf70b971ce9d83a796f69c6ecb6e11c3add54536c95bf5fa10ba19f58e4
3362,16,left,ed1f0c3cbfb09f68eaddf56a5b7d7b73557393b6041d8ef26d38923c8adfce8a
3365,16,left,a05fed9206a22f724a519f8c613d1591e4040a01bdc712a665b7dcba199bd091
3375,16,left,e57b4220eeb73232c0aa4bd63c6a7cc8fb3f09c3af68524b44fa311b6ae5e0ef
3383,16,left,d597209fdbc4ba0ce8d5bea39c245e3c7c1abc23fbc9c9f708da872dab2d40dd
3404,16,left,67c02b5e9f2181e3fcbe3b7b48868530067c963a7897f1a58cb8dff6b37cc8dc
3412,16,left,c78f67147c200f8c6a55d6f2b7a55df63c688ad3cdcced9a29c95158c88ceffb
3413,16,left,67847749de30ad0b31161e489e81007737721d0388be1788161cd1c2952c3a30
3418,16,left,79a7c69b99c02d2bfd6cc29a1eb5bef48bea0be3b9ac77ff12d71c7314b65979
3437,16,left,23d066e1541f55efded197fc97f1143e95cbdc5d42799cf003d4ce41c677a23f
3446,16,left,a153c38e1ba15f8abc861d24c903dd8635006f2a4833daee12bd770b895d8fdd
3454,16,left,5ffd3edb36391a541ee097f8aa7883c02ba56d3cdbc909ea0b0e0b1b4054e15e
3455,16,left,ed61e22c515174d5201f41ad9956effabd0ad9786f302b92793875554d6f02f8
3458,16,left,3656bb69bb27d0a2af061caa0dada8254103a54c7a8659e2cf74b26f297ecc1e
3467,16,left,e0c4442d08ae1decb26a6b489c1886f677427a1d0f6ffd59e0020c86f38a465e
3491,16,left,46c66e03ebc5ea2e2fac3e089e024b12dee550627c9b8b8c76a78605b90fa51f
3494,16,left,ccb9c0b79bdc8e78cf9d5dfadce1b02ab8521234b841e574da15725e2e321535
3512,16,left,74603ed52d7c259a9dfc4ffbe6c1a572e45be76a2304c8e98d614e50fe155e5f
3515,16,left,752daf3af76bedadda3026a377214892441358ceb3f465fef890574ee26b5614
3542,16,left,312a75d52e8acdbc80e7e638e06b533636e06c45f896951a644cabd529481eda
3550,16,left,2af19db39eb5f9c8f08e8be999bbb1e03cf50990933950c075deaeab2a8a3bfd
3562,16,left,d55b2344969ccb20ed5acd68ed6b1504cbcde02109282162509f3c843cf4686e
3755,16,left,c736376464c658541deeaf4218cda5b370cc451bbb4368a6b9da3eb2a4b61fd8
3763,16,left,4160127e8c2de44448b8fc916263afe5e0f3fccc30d11fb4df86630742c9b73b
3777,16,left,49bbd63fb01a09da4a4887bd62ae5994de1f60ed93c49c3c52bde0f11f6df74d
3778,16,left,0e861c5302b5f55066d1a0ee52b827af1fc3623946e3e9e2be48e9397db1f410
3779,16,left,f534bd12b2f6f34ccabcc4efd06afcd4f60b807d3a55a5912cab52fa80d16d71
3844,16,left,052c5b0886b7b445675b0f16711454b9004efb5ceab0c918f827b1130c3a4f4e
3851,16,left,30fce4fe590c48743bee7fb49f3296d00f30f61419c07831a3ab053f0f8ae3f9
3852,16,left,62e9af3d34663a12f66fbec94bd3233189d762591cd8aeb16495c5d47b2dd85e
3863,16,left,90c56a65d5c91e0191f0a30d7a61df746ff041d52f87c1c3918b647c7f9f75cd
3867,16,left,18cd72df82e8459946334a8577d6a9d600d40c6bc96f5668dc3535c65efa81c1
3876,16,left,a21b1b1a01eaa77d16b0941e95032f760d765d5494a345c760cf1d606d022323
3889,16,left,c0c061e0d9f45b7a8c91ca58e151b05ff83fad315bfd26982ad57230219f524f
3891,16,left,efd5621435733ff577c67cb8ffd2e03e664f68b85acebf43719c84941e2f99f1
3893,16,left,fb245d80dacf87ffc5b8ae3d54306e7b64313d6dccdfcec976d9693ef532dccc
3905,16,left,ab648ff615af5a62abb5e9f0d7ed74020c9dd69d06be257d70919ea8f3982be6
3914,16,left,85b155023a34fe2353f1ba85d5ab9e42dd90377ef4526cdc56c5ef326be3286e
3937,16,left,5d556e1207fbc8646425594d228b1603e597bd51bd7b081995412b547f0a0ce9
3942,16,left,cdcbc535f8cf70a3c2160a7eb6065d811ec9897cd67c058ca0adea5df71d1e29
3948,16,left,3dcd6beadc395dc8f88624d4c2a8df9958342f4ca927e2f01dc5db3c4c5e1529
3962,16,left,66dd434d8b2be9ccef90d0e7388143395060791e43a8b0e0761de381bd8e3933
3965,16,left,7085d04e01500131f20946bf4cac3c3b4b6f6958db89ac8a74f2f6bc4af46e33
3994,16,left,2790cf4779262e07b5c80e97cc7ece8be4f5a1e018232db90523862193a5d9ae
3996,16,left,278a7020e7851f4b88fe110be912bc9472f1fccf95f3c3bc347d83eba88747a2
4011,16,left,6dfe89047c69a9b7065d921de8e187087609ba01f1fd9dccfb113b72e3a0c5b5
4023,16,left,d086cc8b2933a319ce43a3bfcde5c277612c9cbb86342112986f4678232396cf
4054,16,left,28a3f96560daedd5869fb9fc5f0d9357c088fce3ecdbe2284ac97ced1aa9b5c7
4065,16,left,04621efb3f7d88d877715af17fc2069fbc5d276dc88a8e1507b2419aef17e011
4069,16,left,f9a41455810418de105a73d432ab8e029045b49213436b94ba7cc7ad8424351a
4093,16,left,a3abdff95c44822ae5cf65b30a3584478e02181a21775c339d0d71103a52a94b
4094,16,left,503837835c723c97e07f58b3609f3b58f04543cb3248c0896a7cfa0674ea8f48
4106,16,left,b0a8c610fa09bcc5de9699373876710c14ed5408fa76f3a23d8f9353aa767eb0
4130,16,left,f13fea7f71a1d311df19a78a011cfcbfc95bae72fc7880d2a9620f72f53570aa
4168,16,left,6e464fffde692b127d01f9be78fe8d260ed84f928b17d625983704746c715871
4170,16,left,0db68ec118f362cf4cc5e58ed7a3b67cd9c19aa9dfe8cc72093f0e20936ad056
4172,16,left,ccf0fb86eb5af54ba0e310e05f6e0488d3163addfcc5fd410a124058e54da5b2
4177,16,left,7200b070c3eec38d272c12269adc9a60d5518cc9ad692fcee1650d5592fcd038
4215,16,left,6bd13d4fb0ada45a7cb7b39cf1274e4c431df97b2904b489f63e76503fb0b95e
4229,16,left,92ab4a54e263b61cec07943e660996477a62481ea76c0ecfdf23b9a5952c1e4f
4236,16,left,1fc91b858c415daaad00d632c59c739c88185d195fa77650ed13d4244ba13a9c
4242,16,left,0fea3b61886b645eb8915ff28ccf7e1138f260db61fffbbffb256a26457dbd85
4254,16,left,dd134d9f819d893f437560cc03aae3bef32d8c5f3c6b856418823e696187c9a1
4290,16,left,a348b11a7f548306e39a14d4e19499831b66ae0ef5b83adc50b90470fe3279ce
4298,16,left,67dac0c7e1419907c7f263bb93010439c483980b1dabfd1fe940bbfe07fe094b
4308,16,left,109fb50083ca001fe0224334c37ee88e9bf17c9473361d9a42652449f8d4b124
4311,16,left,0dc3ea6e6f42a9b510d31da015a48a550d61dba360a6e5873ded48448a5e702a
