official_index,displacement_pixels,direction,transformed_rgb_sha256
1403,32,right,db61da977633637324bafc463e81fed8dec590363fd352c68202ceb256b5d0fd
1411,32,right,ac2ad2dac98e2f71260f459af5ca5aeaf4aca5c56664865a155812558aee4f12
1429,32,right,4159f4857b8194caf2c4107e9d4a645ede4439fb74cc6e66c8ac1a23859f0483
1430,32,right,653de922e02e702edc58ca5969e6b322852dfbf1b2b21b750a452ef83b9cb03b
1431,32,right,ea2ad96bccb78b153a1e6df8687d0be72009235571bf6e29d786992d0c0cce47
1436,32,right,670adb02b95f708a664f472a8e8701b51d69ed4c29a1d1d50257f5d640a6d239
1440,32,right,08ed53fcb97e4bc7ae94275813dcb07a3c2ecebdc6830499edba0eb3b47d7b4b
1468,32,right,3263d607d776dc6ac50307ec22dc33efa39eced324a60ed2e2eb6ea1fdc10416
1473,32,right,3f2d01b069d5526ec97385695312c285bad6219af2165f19dfcafb8dae171b24
1515,32,right,5c9be8054a062169c768c2c001140d221fdf1c1fa36c429f65ded7bb6249c26e
1520,32,right,f6a0180485f5de17adeddc1f59bf77acbae156c0f439cfa83e90d8b0b7c43c91
1531,32,right,eee5f92791b2c5e772957be2970bf9bfca04e4a017553fd72db462ea47f03fca
1534,32,right,ef04965dad7760a8fa082ca95ffe7af712f1adcd98e3a56f4c11e08f4159384a
1552,32,right,78c00a8e9d984947bc5d60b38748b93b73e8f19ba8a9328575c5a18155b77b9f
1553,32,right,4292fb8089bf3804fa0b9f0098e89ff72d80aa30fcd1d2a8b97e04108e894d89
1563,32,right,2c4dcb7512d029a806f96fa8177c55ed3cfa9308915faa0e24c0511bc466eece
1568,32,right,f7d21df9a83b6603afb890ba9aeeb463b2e3025e8a20703c1c4f1e9df13690fb
1579,32,right,0c00ae8be73e5e5d78877b506032740a1a48eea5fad198e3ae3bf9ad215ce48e
1586,32,right,a3fbb5965cb51b92ee05024461e561961c224d9b41c897cb17ce820c2669e6df
1596,32,right,856dc5412fe8ee48a4415bca244027d71c2ba5a552dc70918b8770968f3d13b2
1626,32,right,4b9641ea94c00c0ea5877f40fc1e25b1002a46c92c61bc089a5b54006a1a6edf
1640,32,right,4170e25403616bffc4cdbf15159bb08b9f83aab8567c4a811ad34b4086bb3f53
1644,32,right,39b93186949748ba6822a1f96ada6c43d203db36a990512547ca080b8ca0aa3c
1648,32,right,59cfc880f273eca0de461f420448008a18731d0ef04f150f1b7f66253d02bf8e
1654,32,right,4e945d074cdb40fc4cdbbbf8b94f7f5769f3c0471f95ae6e32c0ed736ec26330
1667,32,right,963bdb020a03e55b57f564851bbcadb765cfc5326b60884abeabd59b7791ff7a
1703,32,right,905295dc042c11e3d742c244fd9ac5db764d980cba30f3d2d8c6382b0f93bb80
1711,32,right,2c80015f6a73df56a2f7300ce3a907bbd788687d6cd47c2e967ebc98530d2df6
1771,32,right,bb2010d019b65f0e735765364a0bea29185ba8629f7e951d5f2bcdd2deeff8ef
1783,32,right,2b0b56441a7367265257fd14f0c35a304cfbbcfeb5dbc56676bc6a0b5cc4fde2
1814,32,right,2c4c5c19564034a2c817665df0e78486153b777dd98827e81a43ef2ad6ef8aca
1833,32,right,e0ecbc8b4f2a6c1953d123b756c652869e87b52d16d821fd3d7665a563796efa
1836,32,right,76e143ef3feb85608f09063c42df41115bc3ab70d41e027e1ab6e869ff34d8ed
1839,32,right,fe38dfb81b6d691f0966c8500e681e2da9b3edbf6e1fee4fdd4b0db24135c7fc
1852,32,right,2bf8ede95db8de777878b907f99441b4bddf9cac1f6057065a34741ede347899
1871,32,right,48a1e2f4a96ee3c577d89a84ee711bad2a4feebc807e0d96b0e7232ea023c047
1877,32,right,6c797063981e18e1318020b880f310c5000c576e1e020a68b64bd67432fd3d0e
1884,32,right,27c32c083fc25742a6237d670a0c1a15e7cdf856b57116a0220e0245bc840d88
1927,32,right,1361e90f2d4d41d6deceb6ad8634f379133d1f5963fd334d976670199c16925d
1954,32,right,25fe725acc8344d523f20e5e8a4b2746933fe61d144d35191461daa76fa310c8
1956,32,right,c652c51afac1bc67f968afbac4c4b4d25279db87356f53a833b2267ac41dc8c9
1960,32,right,50ca70b3b95e1f3e91326d876f323e93324fd9f8156fd15ee3a0305d884cb876
1977,32,right,eb3413916194c834913553f8e0774f4cd6e3339a0796d25bb47649d86016b3b9
1986,32,right,7c97be4bd710ff7bd4056dad9dea258adc05e6262685b0b07c5f918fa436ff10
1993,32,right,7059ebe4c32d51c8e285f204b48b4b2e4e07a12c194c94bebdcd52f712ae5905
2003,32,right,a875a9f6f46c4de4d5929bc47695269a2e6229bb5fc239dd9ed6e8aa4b7bbd1c
2011,32,right,0bbf97a902f39cb4714c8cfd236ecab6809994f35d1cfc86fe8c6daa2a16d073
2024,32,right,eedbf9658c2f1ac5c2539a8795e0b8a405fc3ff1ed619ea8602ef981a3ae3252
2028,32,right,b03eab620ffea7a31ae48654f616af97179e820371ec2f9acb90190370b7f599
2062,32,right,b974d0f0224c0163f649be4dd3aa2e2e8ba4bdf498129d213f4a4084d764f05d
2070,32,right,b60e90fda6755e88d18381a30e522367a11d3edb0909d22bc1de3515c54f936d
2082,32,right,30ddea8fe25ddda8c06d2691a4633fe8121cb0541f63950e07c156d8e2c564fa
2095,32,right,c2effe854c8c4e4e2bdd19a1097ac3ebd78883d608828eb84c6ed0c563a2e92d
2109,32,right,4fd684a28dbf2f3be430f0e29dad55ee35ae56f79c65f7e1b312463ad0200519
2114,32,right,872d87b92b0eb81dbc9d061e1cf99057ba113c16e78abbb9a5fff450385374e2
2116,32,right,9f236b2e2352e2c1cf8f7bb107bea49c203f49fcc0ed6060975b9d8d639d04fe
2157,32,right,58876d8b3ca5f8eea0d773cf210193a3d624e5fa3186cd0ba1b17d0d6d5ab947
2167,32,right,35d9190804a9c935d571f17186f99ff318dc0525e3567cc6d8eca6539587a207
2178,32,right,0072113465e786a1ea21b2ef322d224998bd2b1885d50ac25acef4b7226815f6
2191,32,right,44c2000e61a1d339ad67870572d3bc50707e2337b7181483cb897b98bfbb2bf1
2230,32,right,ce25f69a03f9583276b32dc7afe63ccaea7244b188013bccc1b4cee24f95dbf6
2242,32,right,cae9235eefa3c38a31e177f9ef1ef49e0ee5e806735fed805bb337ee7dbb3681
2265,32,right,7792c15d2cbc9d50e94513aef44d45f572b45ca7a9f4a1f3efdf3640c421ed94
2268,32,right,b84265765368a1195b723aed7fb36f9b59a1383fea34d98e6c57434e1ba14f97
2291,32,right,bfd3d28e1bdf540083a0a3d428478a2d7d14ad3ce553f0f84022328cbc8cec44
2334,32,right,a9ffe965a909b94b24e4be26cf48c35a243dc6b334d41d966025f3476fdb7f4f
2340,32,right,4b8e2b96d71e98fec2aa29bfd9a9a3f011c539b96f6606864d8c28fdc34fd24d
2342,32,right,7c64f40af30492d759f0f1f9652fa205c39e6080708cfda921eed86d01bdfe65
2351,32,right,03155b200869eb002bdcb456daefa11946f2f499e5c96a5da977ef6d855c19f8
2391,32,right,177b76e612f501f16d5971419b82bba453b50c06adc742cfa0504c137580f1a8
2392,32,right,a4ffb7d2bea455e6e5652bf652f904a0b72c8805e55c27b1d02d39c2b4b92783
2399,32,right,09152812cd16c42488eda8124f0dd4f22d47c1e975603a2619a9c618b826d054
2414,32,right,46e90dacf3af0290cde7f5fbf05f003333df250c611ddffcb768accda6abc7b4
2427,32,right,313ac3f5d6b277bfaeffac0efab9705dc0e9dda446531cd86f261145654c9d7a
2458,32,right,ad560aac8e1fab50e406d173f995bd0eb5c68d0db418dd6af4b28f9061804059
2501,32,right,a573a510f25adfb783b9040ce1a50a51c63806875827831062e49a25e78c078c
2502,32,right,83e73e386d5b77ad8091f4ecb189ea67c7348f24523a8a9fe37e6fe0d5755608
2536,32,right,3f13563b9faf7d85191886a956a832031b65f175a7f6e93395e7480b126e9e7f
2539,32,right,c4e579e29cb01df71a1d6218dd40d0fce6746dac0b696aeffb3cf444e1c2d56e
2610,32,right,a6bb4a60de79c0b077aee7fafc3a25eef47fd868dfe5f0eadfc5f3ca4429d056
2623,32,right,d93d2b3d27a39270006251d162f1dd3750ae42ea32414da6332927ff1eb5965f
2655,32,right,775c51b1e60e105d5aab26eb67b0f77eb2b6b6c16a23d12f47e1195ce8963111
2668,32,right,a975e11af3353ce127e88cb2e5e561be31583c174afe7e3231aaa141b57c25bc
2676,32,right,9cf28b160a4ba536625ff07c0181a0fa3f47e7ed4a5dae726b722ee4bae4d547
2687,32,right,55f7acab7d8f3a1d8b8af5ad049b553cf7ec0aecde1a2c81197514f348850469
2690,32,right,06ca5bbbcafff17250440c75305c839dcefb9468094567ec49fc30a9c3740f0f
2704,32,right,16d9600a54946fe6415aee34aede1168f6e7c213182b1cb01f7a5b52e10d65b7
2745,32,right,1e8a94ab2ddb39d050f02908a35d48ca985d6ab0f1f0b523bbc4d095a1032434
2746,32,right,30efa3c7e2f821087b382c7327647ac15b6d4cc6ba434eab75eef4d0b88a59aa
2750,32,right,3049d99d92bec9624f5c287905465ae03903b902a7947e8af4ce45c0ca673d47
2754,32,right,377cf9b0c4649df284fff4e639e8f4d9aca1923e53361f46ea5bbb47dcd88ac7
2757,32,right,7c98a5fb0828e9fece39c772ed1abdfd6e731c34ebe31c704ec43882c7802b96
2766,32,right,8ebf773f715ee58d1f99bac37a3c293a8c98d8bf9f414b530bf145eb6ca8d20d
2807,32,right,2d003a52ee57557a238fe6fe69f0c937975ea86397b7eac43a45d982c0fdfc73
2844,32,right,00ac87f50c2c247756720e51076bcb6f821e887b668e85c0d91194adb5399467
2854,32,right,4f67cace3ccfb65ecf1dba527efd8659aff9dfdd5d4be09da57cb4554ca1ddba
2861,32,right,eabd22c15e21d5c08617cc3a818202093125f84ac2639e61aabed6a022d60135
2888,32,right,4190c6b17a63f04ce05bd171137757e5f4d792c0ae04ff0e6d00d7d601137cec
2898,32,right,ee3ee50e192de42f7274242c8239e3d35ce5abcdda94dc69fe9d52c04960bbcd
2950,32,right,5bf94a3f8c81d27c5dfa8c1a5ef617ba64a47f01f259146bc802b5aa4dce8d14
2958,32,right,63c61ceede8fab680314876bed29e6942deec74d1693a33e8741eadda3d9cc0e
3015,32,right,895025d2067ff15a90fb46143e579b78c18f2e2f8fd9e68c900f65ccf3ad97dd
3024,32,right,1d7d0142d65ebe726baa29009631bda6a1fbadd9d53b274ebc3d07c417ec2f26
3025,32,right,c705c7fd96a5d631a2267608de4d4db9e79d0b76deb9b3c3d31501d7424e3be7
3034,32,right,01201118af80019e83424969f34150e6b829f31fea9a8eacb5a1938283b5b49f
3067,32,right,263c735926b248fb79f6a42b7f657682fe9ef38b66c461dee298ab47177e0b68
3078,32,right,7f97e87ac20264b8fa553912566fa3aafbbce88c53d86d5c734a0f336a7a06ea
3079,32,right,a19d3ffb520904a0ddcdf25d7331e6ab9ebc8d7a02a59e6e511535fe1202b3f2
3083,32,right,55f4ab82b6df3707b2645a57b60cf29ed203ab60eef412f29e2e752dceb2b8aa
3122,32,right,9b0c0235780122bc8af0b46e0ed880bcbf9b703aa0db89b4d1863f3afa594d68
3153,32,right,7e5643e21ac07e9b9ee91797ba10fa59449a8847d832e499c584d0470e50d65e
3157,32,right,cc523cda7d12fcbadd6c553d6f230491b995f2bf822a1892173a711c14c7900d
3163,32,right,1e0e7ea5b704825dc8a93730483a32ee681420f4a1a166499900499814c13bf6
3179,32,right,07614790428b755e49b74a3c466f1303b339b109d59d305073ef6b42be887aa5
3191,32,right,f7b3035023c0c32413ddbb7c84dbd72fff09d3f98ca63d847d0f8537e5a0d4e6
3276,32,right,0deddf0426857f2067b2e4117297a7b56fb29dab3ad5a69cd923b8e8aab070ef
3287,32,right,1bd2e813feb57bf4326f496b2259ed22e08638cdc23c77c5e401d4a54939f58f
3288,32,right,786d22521b2a91d1aebfcaba2836af52a2a372ffe48e7758aa83c0f26ba51962
3292,32,right,8bb23b6e427b94552e6ee577fb5996593522b65081b93abdb7a57b88d13f1589
3318,32,right,92758a0ee24d3c17028fe6fbbebd372db5b6295454e13f0630de759bb4329e36
3347,32,right,5b359537168d3f6af1fd269d140f5a971bab22aa3a480e23918e7ed39587b1c7
3353,32,right,d8f41dc3e1b11476eca1a5368d9bdb580a6d2cae85d12e20a6fe603247ab2cd7
3362,32,right,da763c3739e2e69f78c6975c29396ed77add1a22e51a86846a4cda41da19bbec
3365,32,right,12c8297f1b6435a9f29afbdfd43aabafe7443d376109f86fe1634a044aaad5eb
3375,32,right,5b65bb4dffcc9365b6a53cddb95f6cd718da9dc14e208a0b3cf9909477493fc3
3383,32,right,f988fe74cc0edd57e4b9d5e55ac7e298dc33a5e306c1b6cca0584b0e7e7f2175
3404,32,right,65bffda013525a17747482b998f06109ad44fcbde1437b67bd38ba2932a81e57
3412,32,right,1afa7b69573a97efe6a12b6cae56232732168b8b2aaaaae4486e23fc401e05f7
3413,32,right,d7907a58929048a937b69b7504f2b89ddd3679fbd7ac7d18e5e4ff320392a5dc
3418,32,right,fd19ffea5393c690295dd53d4ae4beda7f7ec1a358d23880329efe89c54e71f4
3437,32,right,c2aa0e908a46e3c3b034667516c7cc4de7f5792a68c3501673c70b0017f14f23
3446,32,right,73725593a64228d4baee88618f4fbbacebd25cb7021ee243fd6d518747a7fe59
3454,32,right,f81a003a4e1cf2ec7b6e40db96e3afabea307d19318d173608210d6e0bfed941
3455,32,right,1a30512dba6a6fe0faf700ddb1b2847398786ac2b40de6ab4b3852b14a410abb
3458,32,right,fe419a21dba1e9bba3a2ca7117b95b3b72d1545c7cdc92c607fb50c581922515
3467,32,right,70bde04f1c3a0e40fde0ad845581420885d313498698e8e24780411f2b944d69
3491,32,right,758f9a5632574c08ec838dffe92d8d083891be711e5002a31c05bf35a36c6328
3494,32,right,cecceab22a6bf850820277428bfbd58639f7551002a20b37e80da194f6be3bc5
3512,32,right,fc3af1809406862bf22f2c6ee3dc4376331d9213357658d905454045ad42074a
3515,32,right,8dc78d964c206284f8c3c116a553e52ae6cc3df57d1824552acb8b9bc896ea33
3542,32,right,e55c992020f3f994d512ffd2d0dba76aebc7fc5513eed3d0f8cc78df5ca04e15
3550,32,right,61965406734254876addd8d899d760d0e4f4bc5fcff99ee77ee44f78c3b992e0
3562,32,right,87404f3b8f0f41ab96e26ac57e3c5e628e4aab08f1bbb52a20adb53b2a7fd0bf
3755,32,right,47d52da0cd189883c325356e0af9e7dc3c0f6ddca4a618876493f58938ce8fb0
3763,32,right,76317b1c4275af6c111857e615c73d1029508db70acf81fa83ee6b5ca8b129d0
3777,32,right,ec7884ab8b3777ffd7abda54cc2d4988ef3a5460c1ec9fc30f90a5115369f6b0
3778,32,right,aec566b3f4a272c563075185e0c46b0a7ba6ea2dd7fc28588ee550d9d47f3b2b
3779,32,right,742070e3a396cb1a6116c2b2a99815e946bda98242b86c41d97746efb579c30c
3844,32,right,59b0fb2b633d5fe18848fdb860d6576018b7ff952f8754904133dfc8d87e7242
3851,32,right,833ca402f80259e99f672ebd1fa686320bc5d2d48b2b6b9d01843fa2d664de07
3852,32,right,dbdc66192c0556d050477985f5d09bfd0172d8d81e964bfe710c1897f5599000
3863,32,right,ae1e52c60e900369c208a956587f4ce1071bd77696d7190e0725f53c391d43ca
3867,32,right,7ffea4e28f337a727ee89e410b81b410623577ad67e85393d3ce9787f2c1434d
3876,32,right,3a5f9d6dbd4412f628f782eecb3e899a531087058ae5406d3f3039af9bbc7125
3889,32,right,27a81b1646c118f7376ffbb4b78e469d494686e8a823934c278b4fedbe8cc62f
3891,32,right,0c1a01b8c8cb893ab01c411b69e238a7a251987b937666d9fa230984e1ea7d92
3893,32,right,e06f773bb24662b42005b16ebaf1778af37badc289c940bd69313b6c828dba45
3905,32,right,4aee37fb6e70648956da259535eabece14629647cc42b9802d2d82aa8538f72a
3914,32,right,a350c9a2ebc80dd2bf2c0246ad96fbb7cea310de607c17d6b8a8ddea31b9007e
3937,32,right,46ee18c7aa4a5f9a17d34796bc8f5759a696a9fa7f9e4ff3453a8ad604666c2a
3942,32,right,91cbf3273c3c21be58808751a80057e6cfa80545d2e100052ca5ad1d89a91877
3948,32,right,8f4b73f7dc45219ccba4ce17bb26c8442f596053f9dad21afeae974d90f91229
3962,32,right,90bad5e2c04cf996f6c6fc5ca3c7badc537a581a2479cdd9336ce38fd2dd5139
3965,32,right,d3e0c47faaed8fa98586d39c5135c46a48e9a7cad8d3ec70781faf325a3a7b97
3994,32,right,0cbf134b6aae925dcbcd410ca9ad0c91a61b819fd212fc1ea111ab8b8b727edb
3996,32,right,0af3d26f959e30dc7dd77246499a3a67b35c6259eeca2f4af9d78e92cd7b3a14
4011,32,right,fdc2199d49482f855082332433f46b029028c675fba369572b89402f4971ac32
4023,32,right,72603122fce3080d57f6f2f86bbdef7671f68a3c70376036306ad3e4b778f038
4054,32,right,1af4ad4a3ce86255aa648a6aa94376d00b05add30edf533a2a9725cf4ad46db2
4065,32,right,93000de28342f798f263eb95ee15fd0d898a7d29dd3d93dce5cced2eab07ee94
4069,32,right,6f153655f6e643f0808a58b0812e01535091cb7f83d76e3768bd35cd1bf15925
4093,32,right,f8df543ba0a74720485f3168eabd1014dcbad3aa4f060f952454a292543c1055
4094,32,right,ba936369f48ecbcb8ea4c02903995c0f03a8d4a5dd1a8dff344144257480aeef
4106,32,right,afc0f9438fd6467a2abf4ff565aa9aa29155a1bcd4875cdcd7bed9bf8e169dcd
4130,32,right,35fee1aa34ed075960e50766850356f10a95e1bf643e22d13f57f1f101239474
4168,32,right,319a8bf930d6e63f3102eda0e0ef957baaf3d620915000ebc14044cd1a4501ab
4170,32,right,9ff498f24b5a78853e3ce7e8aaa71925ba8f25ca38eb15f458c16710fa9589a2
4172,32,right,8f4584b376011cc2168489f4768f33aef95734eb8f1921b1cad0711271126867
4177,32,right,41ab293e03e903845b921a0c07f38126164106444711f5a4e55e0f1399580d36
4215,32,right,31d3b539b043ac8e3c3e02a486e578953c2c25a4df1839413751916e3a6f38b9
4229,32,right,78405a9a760e9420dc5bc3762e03d04f117ff246b9d358cbcae044d02fd97558
4236,32,right,29db87988f3f3bffb731c1063676b7e6e5e1d0bd7409ccb83ef92f31667711fa
4242,32,right,f9afebcb98cbc7f737f279a039e8a06614a4efcf0ccf72c75efb30d4d7489454
4254,32,right,dce1c5a81c7f52e5ea3945456c75b3c749f43ceb72a0c3b1ed25046ac33ee532
4290,32,right,4fa9df043a9c9e2b3b995edff9e42345a8c0afb82fd448d6d03bd867bd466e2d
4298,32,right,29f4f885c2999f4cb0bc48c7c6fbd063e681c0324ec4fb49b7be8414afc11314
4308,32,right,d1819439ac5840a020a2fc2109f3c7b43ffd9db077cf147f5d07db95523325bb
4311,32,right,99fdd82d8125d07767954bd67fc3e72423f832c98f2a25ade7ef51d72ebdb0d9
