run_id,index,id,domain_label,partition
cdan,39,photo/horse/105_0106.jpg,0,train
cdan,40,photo/guitar/063_0001.jpg,0,test
cdan,41,photo/giraffe/n02439033_11059.jpg,0,train
cdan,42,photo/elephant/n02503517_1453.jpg,0,train
cdan,43,photo/house/pic_278.jpg,0,train
cdan,44,photo/person/253_0273.jpg,0,train
cdan,45,photo/guitar/063_0038.jpg,0,test
cdan,46,photo/person/253_0147.jpg,0,test
cdan,47,photo/guitar/063_0052.jpg,0,train
cdan,48,photo/elephant/064_0127.jpg,0,train
cdan,49,photo/house/pic_160.jpg,0,train
cdan,50,photo/horse/105_0059.jpg,0,train
cdan,51,photo/dog/056_0084.jpg,0,train
cdan,52,photo/giraffe/n02439033_11114.jpg,0,train
cdan,53,photo/person/253_0058.jpg,0,train
cdan,54,photo/horse/n02374451_925.jpg,0,test
cdan,55,photo/elephant/n02503517_6479.jpg,0,train
cdan,56,photo/person/253_0327.jpg,0,train
cdan,57,photo/horse/105_0266.jpg,0,train
cdan,58,photo/giraffe/n02439033_14846.jpg,0,train
cdan,59,photo/horse/n02374451_1443.jpg,0,train
cdan,60,photo/elephant/064_0062.jpg,0,test
cdan,61,photo/house/pic_034.jpg,0,train
cdan,62,photo/person/253_0277.jpg,0,test
cdan,63,photo/person/253_0290.jpg,0,train
cdan,64,photo/house/pic_206.jpg,0,train
cdan,65,photo/house/pic_038.jpg,0,test
cdan,66,photo/dog/056_0050.jpg,0,train
cdan,67,photo/person/253_0006.jpg,0,train
cdan,68,photo/horse/105_0067.jpg,0,train
cdan,69,photo/horse/105_0066.jpg,0,test
cdan,70,photo/dog/056_0052.jpg,0,train
cdan,71,photo/person/253_0395.jpg,0,test
cdan,72,photo/person/253_0015.jpg,0,train
cdan,73,photo/house/pic_050.jpg,0,train
cdan,74,photo/dog/056_0080.jpg,0,test
cdan,75,photo/elephant/064_0120.jpg,0,train
cdan,76,photo/guitar/063_0074.jpg,0,test
cdan,77,photo/person/253_0187.jpg,0,train
cdan,78,photo/giraffe/084_0012.jpg,0,test
cdan,79,photo/elephant/n02503517_4247.jpg,0,test
cdan,80,photo/person/253_0221.jpg,0,train
cdan,81,photo/person/253_0024.jpg,0,test
cdan,82,photo/elephant/n02503517_10193.jpg,0,train
cdan,83,photo/person/253_0074.jpg,0,train
cdan,84,photo/horse/n02374451_1234.jpg,0,train
cdan,85,photo/house/pic_195.jpg,0,test
cdan,86,photo/elephant/064_0024.jpg,0,test
cdan,87,photo/elephant/064_0008.jpg,0,test
cdan,88,photo/person/253_0301.jpg,0,train
cdan,89,photo/person/253_0084.jpg,0,train
cdan,90,photo/elephant/064_0016.jpg,0,train
cdan,91,photo/guitar/063_0067.jpg,0,train
cdan,92,photo/dog/056_0029.jpg,0,test
cdan,93,photo/person/253_0097.jpg,0,test
cdan,94,photo/elephant/n02503517_8901.jpg,0,train
cdan,95,photo/elephant/n02503517_5527.jpg,0,train
cdan,96,photo/guitar/063_0108.jpg,0,train
cdan,97,photo/person/253_0131.jpg,0,train
cdan,98,photo/house/pic_172.jpg,0,train
cdan,99,photo/guitar/063_0046.jpg,0,test
cdan,100,photo/person/253_0374.jpg,0,train
cdan,101,photo/guitar/063_0087.jpg,0,train
cdan,102,photo/guitar/n02676566_6704.jpg,0,test
cdan,103,photo/giraffe/n02439033_991.jpg,0,train
cdan,104,photo/guitar/063_0090.jpg,0,train
cdan,105,photo/house/pic_073.jpg,0,test
cdan,106,photo/horse/n02374451_17474.jpg,0,train
cdan,107,photo/horse/n02374451_54.jpg,0,test
cdan,108,photo/horse/105_0134.jpg,0,train
cdan,109,photo/person/253_0049.jpg,0,train
cdan,110,photo/house/pic_017.jpg,0,train
cdan,111,photo/dog/n02103406_4916.jpg,0,train
cdan,112,photo/horse/n02374451_2248.jpg,0,train
cdan,113,photo/elephant/064_0004.jpg,0,test
cdan,114,photo/elephant/064_0125.jpg,0,train
cdan,115,photo/guitar/063_0009.jpg,0,train
cdan,116,photo/house/pic_104.jpg,0,train
cdan,117,photo/elephant/064_0070.jpg,0,test
cdan,118,photo/guitar/n02676566_4189.jpg,0,train
cdan,119,photo/person/253_0294.jpg,0,train
cdan,120,photo/house/pic_224.jpg,0,test
cdan,121,photo/giraffe/084_0029.jpg,0,test
cdan,122,photo/person/253_0153.jpg,0,train
cdan,123,photo/guitar/n03272010_7390.jpg,0,train
cdan,124,photo/dog/n02103406_6530.jpg,0,test
cdan,125,photo/person/253_0338.jpg,0,test
cdan,126,photo/giraffe/n02439033_11627.jpg,0,train
cdan,127,photo/house/pic_028.jpg,0,test
cdan,128,photo/elephant/n02503517_5418.jpg,0,train
cdan,129,photo/dog/056_0071.jpg,0,train
cdan,130,photo/person/253_0256.jpg,0,train
cdan,131,photo/house/pic_067.jpg,0,test
cdan,132,photo/house/pic_145.jpg,0,train
cdan,133,photo/person/253_0021.jpg,0,train
cdan,134,photo/elephant/n02503517_4605.jpg,0,test
cdan,135,photo/elephant/064_0039.jpg,0,train
cdan,136,photo/horse/n02374451_16358.jpg,0,train
cdan,137,photo/horse/n02374451_8526.jpg,0,test
cdan,138,photo/dog/056_0062.jpg,0,train
cdan,139,photo/guitar/n03272010_7092.jpg,0,train
cdan,140,photo/horse/105_0007.jpg,0,train
cdan,141,photo/horse/105_0206.jpg,0,train
cdan,142,photo/person/253_0281.jpg,0,train
cdan,143,photo/house/pic_015.jpg,0,train
cdan,144,photo/giraffe/084_0074.jpg,0,test
cdan,145,photo/house/pic_058.jpg,0,train
cdan,146,photo/dog/n02103406_5456.jpg,0,train
cdan,147,photo/house/pic_112.jpg,0,test
cdan,148,photo/person/253_0130.jpg,0,test
cdan,149,photo/house/pic_260.jpg,0,train
cdan,150,photo/horse/n02374451_8744.jpg,0,train
cdan,151,photo/giraffe/n02439033_12413.jpg,0,test
cdan,152,photo/house/pic_225.jpg,0,train
cdan,153,photo/elephant/064_0045.jpg,0,test
cdan,154,photo/person/253_0123.jpg,0,train
cdan,155,photo/guitar/n03467517_22785.jpg,0,test
cdan,156,photo/elephant/064_0074.jpg,0,train
cdan,157,photo/elephant/064_0072.jpg,0,test
cdan,158,photo/house/pic_175.jpg,0,train
cdan,159,photo/person/253_0348.jpg,0,train
cdan,160,photo/giraffe/n02439033_10453.jpg,0,train
cdan,161,photo/person/253_0354.jpg,0,test
cdan,162,photo/person/253_0422.jpg,0,train
cdan,163,photo/horse/n02374451_4795.jpg,0,train
cdan,164,photo/dog/n02103406_3538.jpg,0,test
cdan,165,photo/person/253_0141.jpg,0,test
cdan,166,photo/guitar/n03467517_23229.jpg,0,test
cdan,167,photo/elephant/064_0115.jpg,0,train
cdan,168,photo/house/pic_004.jpg,0,train
cdan,169,photo/horse/n02374451_9064.jpg,0,train
cdan,170,photo/person/253_0082.jpg,0,train
cdan,171,photo/horse/n02374451_9892.jpg,0,test
cdan,172,photo/horse/105_0115.jpg,0,train
cdan,173,photo/elephant/n02503517_7020.jpg,0,train
cdan,174,photo/elephant/064_0130.jpg,0,train
cdan,175,photo/dog/056_0073.jpg,0,train
cdan,176,photo/giraffe/n02439033_11683.jpg,0,train
cdan,177,photo/giraffe/084_0060.jpg,0,train
cdan,178,photo/guitar/063_0050.jpg,0,train
cdan,179,photo/person/253_0242.jpg,0,test
cdan,180,photo/person/253_0195.jpg,0,test
cdan,181,photo/elephant/n02503517_3803.jpg,0,train
cdan,182,photo/person/253_0287.jpg,0,train
cdan,183,photo/horse/105_0207.jpg,0,train
cdan,184,photo/person/253_0253.jpg,0,train
cdan,185,photo/guitar/063_0024.jpg,0,train
cdan,186,photo/person/253_0247.jpg,0,train
cdan,187,photo/house/pic_188.jpg,0,test
cdan,188,photo/elephant/n02503517_8571.jpg,0,train
cdan,189,photo/person/253_0105.jpg,0,test
cdan,190,photo/horse/n02374451_11492.jpg,0,train
cdan,191,photo/house/pic_184.jpg,0,train
cdan,192,photo/house/pic_235.jpg,0,train
cdan,193,photo/person/253_0423.jpg,0,test
cdan,194,photo/guitar/063_0095.jpg,0,test
cdan,195,photo/guitar/n02676566_7830.jpg,0,train
cdan,196,photo/person/253_0045.jpg,0,train
cdan,197,photo/person/253_0299.jpg,0,test
cdan,198,photo/person/253_0139.jpg,0,train
cdan,199,photo/person/253_0104.jpg,0,train
cdan,200,photo/horse/105_0199.jpg,0,train
cdan,201,photo/person/253_0145.jpg,0,train
cdan,202,photo/person/253_0102.jpg,0,test
cdan,203,photo/house/pic_054.jpg,0,train
cdan,204,photo/person/253_0386.jpg,0,train
cdan,205,photo/person/253_0033.jpg,0,test
cdan,206,photo/dog/056_0010.jpg,0,test
cdan,207,photo/person/253_0417.jpg,0,test
cdan,208,photo/giraffe/n02439033_10164.jpg,0,test
cdan,209,photo/person/253_0106.jpg,0,train
cdan,210,photo/person/253_0128.jpg,0,train
cdan,211,photo/horse/n02374451_14119.jpg,0,test
cdan,212,photo/dog/n02103406_3964.jpg,0,train
cdan,213,photo/dog/n02106662_1922.jpg,0,test
cdan,214,photo/giraffe/084_0059.jpg,0,test
cdan,215,photo/person/253_0361.jpg,0,train
cdan,216,photo/horse/105_0048.jpg,0,train
cdan,217,photo/horse/n02374451_7631.jpg,0,train
cdan,218,photo/giraffe/n02439033_10130.jpg,0,test
cdan,219,photo/guitar/n03467517_12925.jpg,0,train
cdan,220,photo/person/253_0095.jpg,0,train
cdan,221,photo/house/pic_090.jpg,0,test
cdan,222,photo/house/pic_080.jpg,0,train
cdan,223,photo/giraffe/084_0028.jpg,0,train
cdan,224,photo/elephant/n02503517_6880.jpg,0,train
cdan,225,photo/dog/n02103406_2954.jpg,0,train
cdan,226,photo/person/253_0211.jpg,0,train
cdan,227,photo/dog/056_0042.jpg,0,test
cdan,228,photo/guitar/063_0084.jpg,0,train
cdan,229,photo/giraffe/n02439033_14148.jpg,0,test
cdan,230,photo/person/253_0017.jpg,0,test
cdan,231,photo/person/253_0267.jpg,0,train
cdan,232,photo/elephant/064_0012.jpg,0,train
cdan,233,photo/house/pic_250.jpg,0,train
cdan,234,photo/giraffe/084_0077.jpg,0,train
cdan,235,photo/person/253_0311.jpg,0,train
cdan,236,photo/elephant/064_0114.jpg,0,train
cdan,237,photo/dog/n02106662_27393.jpg,0,train
cdan,238,photo/horse/n02374451_503.jpg,0,train
cdan,239,photo/house/pic_279.jpg,0,train
cdan,240,photo/dog/n02103406_8280.jpg,0,train
cdan,241,photo/horse/n02374451_10098.jpg,0,train
cdan,242,photo/person/253_0405.jpg,0,train
cdan,243,photo/guitar/n02676566_8997.jpg,0,train
cdan,244,photo/horse/n02374451_14738.jpg,0,train
cdan,245,photo/giraffe/084_0020.jpg,0,train
cdan,246,photo/guitar/063_0041.jpg,0,train
cdan,247,photo/person/253_0050.jpg,0,train
cdan,248,photo/horse/105_0103.jpg,0,train
cdan,249,photo/house/pic_234.jpg,0,test
cdan,250,photo/elephant/064_0011.jpg,0,train
cdan,251,photo/guitar/n03272010_9557.jpg,0,train
cdan,252,photo/dog/056_0043.jpg,0,train
cdan,253,photo/horse/n02374451_10761.jpg,0,test
cdan,254,photo/person/253_0278.jpg,0,train
cdan,255,photo/giraffe/n02439033_5652.jpg,0,test
cdan,256,photo/person/253_0434.jpg,0,train
cdan,257,photo/house/pic_046.jpg,0,train
cdan,258,photo/person/253_0055.jpg,0,train
cdan,259,photo/giraffe/n02439033_13602.jpg,0,test
cdan,260,photo/house/pic_130.jpg,0,train
cdan,261,photo/house/pic_097.jpg,0,test
cdan,262,photo/dog/n02103406_3132.jpg,0,train
cdan,263,photo/dog/056_0075.jpg,0,train
cdan,264,photo/guitar/063_0035.jpg,0,train
cdan,265,photo/house/pic_049.jpg,0,train
cdan,266,photo/house/pic_165.jpg,0,train
cdan,267,photo/elephant/n02503517_9827.jpg,0,train
cdan,268,photo/giraffe/n02439033_9472.jpg,0,test
cdan,269,photo/person/253_0232.jpg,0,test
cdan,270,photo/horse/105_0260.jpg,0,test
cdan,271,photo/house/pic_094.jpg,0,test
cdan,272,photo/dog/056_0082.jpg,0,train
cdan,273,photo/elephant/n02503517_8904.jpg,0,test
cdan,274,photo/house/pic_281.jpg,0,test
cdan,275,photo/dog/056_0030.jpg,0,test
cdan,276,photo/house/pic_229.jpg,0,train
cdan,277,photo/elephant/n02503517_184.jpg,0,train
cdan,278,photo/person/253_0176.jpg,0,train
cdan,279,photo/house/pic_146.jpg,0,train
cdan,280,photo/guitar/063_0089.jpg,0,train
cdan,281,photo/person/253_0196.jpg,0,train
cdan,282,photo/giraffe/n02439033_12987.jpg,0,test
cdan,283,photo/giraffe/n02439033_11715.jpg,0,train
cdan,284,photo/dog/n02103406_371.jpg,0,test
cdan,285,photo/house/pic_069.jpg,0,train
cdan,286,photo/house/pic_092.jpg,0,train
cdan,287,photo/person/253_0324.jpg,0,test
cdan,288,photo/dog/056_0009.jpg,0,train
cdan,289,photo/person/253_0014.jpg,0,train
cdan,290,photo/person/253_0246.jpg,0,test
cdan,291,photo/horse/105_0076.jpg,0,train
cdan,292,photo/guitar/063_0048.jpg,0,train
cdan,293,photo/dog/n02109525_12875.jpg,0,test
cdan,294,photo/person/253_0266.jpg,0,test
cdan,295,photo/guitar/063_0093.jpg,0,test
cdan,296,photo/elephant/n02503517_564.jpg,0,train
cdan,297,photo/house/pic_117.jpg,0,train
cdan,298,photo/giraffe/n02439033_11504.jpg,0,train
cdan,299,photo/dog/056_0048.jpg,0,train
cdan,300,photo/guitar/n02676566_7844.jpg,0,train
cdan,301,photo/guitar/063_0022.jpg,0,train
cdan,302,photo/giraffe/n02439033_12680.jpg,0,test
cdan,303,photo/horse/105_0008.jpg,0,test
cdan,304,photo/dog/n02103406_5035.jpg,0,train
cdan,305,photo/elephant/n02503517_6032.jpg,0,test
cdan,306,photo/dog/n02106662_11133.jpg,0,train
cdan,307,photo/house/pic_113.jpg,0,train
cdan,308,photo/person/253_0170.jpg,0,train
cdan,309,photo/elephant/n02503517_753.jpg,0,train
cdan,310,photo/giraffe/n02439033_16483.jpg,0,train
cdan,311,photo/person/253_0296.jpg,0,test
cdan,312,photo/giraffe/084_0042.jpg,0,train
cdan,313,photo/house/pic_111.jpg,0,train
cdan,314,photo/guitar/063_0010.jpg,0,train
cdan,315,photo/elephant/064_0067.jpg,0,train
cdan,316,photo/giraffe/n02439033_15479.jpg,0,test
cdan,317,photo/person/253_0075.jpg,0,train
cdan,318,photo/house/pic_284.jpg,0,test
cdan,319,photo/giraffe/n02439033_11486.jpg,0,train
cdan,320,photo/house/pic_013.jpg,0,test
cdan,321,photo/guitar/n03272010_10795.jpg,0,train
cdan,322,photo/person/253_0168.jpg,0,train
cdan,323,photo/house/pic_060.jpg,0,train
cdan,324,photo/house/pic_077.jpg,0,train
cdan,325,photo/person/253_0359.jpg,0,train
cdan,326,photo/elephant/064_0097.jpg,0,train
cdan,327,photo/horse/n02374451_10669.jpg,0,train
cdan,328,photo/giraffe/084_0045.jpg,0,train
cdan,329,photo/person/253_0387.jpg,0,train
cdan,330,photo/dog/n02106662_25917.jpg,0,test
cdan,331,photo/dog/n02106662_7885.jpg,0,train
cdan,332,photo/elephant/n02503517_5287.jpg,0,train
cdan,333,photo/horse/105_0215.jpg,0,train
cdan,334,art_painting/elephant/pic_087.jpg,0,train
cdan,335,art_painting/person/pic_206.jpg,0,train
cdan,336,art_painting/giraffe/pic_142.jpg,0,train
cdan,337,art_painting/guitar/pic_075.jpg,0,train
cdan,338,art_painting/dog/pic_058.jpg,0,train
cdan,339,art_painting/giraffe/pic_302.jpg,0,train
cdan,340,art_painting/person/pic_168.jpg,0,train
cdan,341,art_painting/person/pic_162.jpg,0,train
cdan,342,art_painting/dog/pic_074.jpg,0,test
cdan,343,art_painting/house/pic_014.jpg,0,train
cdan,344,art_painting/house/pic_107.jpg,0,test
cdan,345,art_painting/guitar/pic_197.jpg,0,train
cdan,346,art_painting/person/pic_033.jpg,0,train
cdan,347,art_painting/horse/pic_195.jpg,0,train
cdan,348,art_painting/guitar/pic_092.jpg,0,train
cdan,349,art_painting/elephant/pic_145.jpg,0,train
cdan,350,art_painting/giraffe/pic_126.jpg,0,train
cdan,351,art_painting/horse/pic_047.jpg,0,train
cdan,352,art_painting/person/pic_203.jpg,0,train
cdan,353,art_painting/dog/pic_327.jpg,0,train
cdan,354,art_painting/house/pic_022.jpg,0,train
cdan,355,art_painting/house/pic_218.jpg,0,train
cdan,356,art_painting/elephant/pic_122.jpg,0,train
cdan,357,art_painting/person/pic_334.jpg,0,test
cdan,358,art_painting/dog/pic_366.jpg,0,train
cdan,359,art_painting/person/pic_074.jpg,0,train
cdan,360,art_painting/person/pic_400.jpg,0,train
cdan,361,art_painting/dog/pic_072.jpg,0,train
cdan,362,art_painting/horse/pic_228.jpg,0,test
cdan,363,art_painting/dog/pic_007.jpg,0,train
cdan,364,art_painting/guitar/pic_082.jpg,0,train
cdan,365,art_painting/elephant/pic_260.jpg,0,train
cdan,366,art_painting/person/pic_387.jpg,0,train
cdan,367,art_painting/dog/pic_260.jpg,0,train
cdan,368,art_painting/dog/pic_315.jpg,0,test
cdan,369,art_painting/guitar/pic_014.jpg,0,train
cdan,370,art_painting/horse/pic_182.jpg,0,test
cdan,371,art_painting/person/pic_129.jpg,0,test
cdan,372,art_painting/person/pic_382.jpg,0,test
cdan,373,art_painting/elephant/pic_100.jpg,0,train
cdan,374,art_painting/guitar/pic_135.jpg,0,train
cdan,375,art_painting/person/pic_126.jpg,0,train
cdan,376,art_painting/giraffe/pic_068.jpg,0,test
cdan,377,art_painting/house/pic_189.jpg,0,test
cdan,378,art_painting/person/pic_265.jpg,0,test
cdan,379,art_painting/giraffe/pic_210.jpg,0,test
cdan,380,art_painting/dog/pic_205.jpg,0,train
cdan,381,art_painting/dog/pic_100.jpg,0,train
cdan,382,art_painting/giraffe/pic_057.jpg,0,train
cdan,383,art_painting/elephant/pic_108.jpg,0,train
cdan,384,art_painting/giraffe/pic_102.jpg,0,test
cdan,385,art_painting/guitar/pic_127.jpg,0,train
cdan,386,art_painting/guitar/pic_044.jpg,0,train
cdan,387,art_painting/dog/pic_055.jpg,0,train
cdan,388,art_painting/giraffe/pic_190.jpg,0,train
cdan,389,art_painting/giraffe/pic_005.jpg,0,train
cdan,390,art_painting/elephant/pic_249.jpg,0,train
cdan,391,art_painting/house/pic_313.jpg,0,train
cdan,392,art_painting/person/pic_429.jpg,0,train
cdan,393,art_painting/person/pic_116.jpg,0,train
cdan,394,art_painting/house/pic_018.jpg,0,train
cdan,395,art_painting/house/pic_082.jpg,0,train
cdan,396,art_painting/house/pic_212.jpg,0,test
cdan,397,art_painting/person/pic_016.jpg,0,train
cdan,398,art_painting/giraffe/pic_014.jpg,0,test
cdan,399,art_painting/giraffe/pic_013.jpg,0,train
cdan,400,art_painting/person/pic_542.jpg,0,test
cdan,401,art_painting/elephant/pic_099.jpg,0,test
cdan,402,art_painting/giraffe/pic_170.jpg,0,train
cdan,403,art_painting/elephant/pic_011.jpg,0,test
cdan,404,art_painting/elephant/pic_098.jpg,0,test
cdan,405,art_painting/dog/pic_304.jpg,0,train
cdan,406,art_painting/dog/pic_398.jpg,0,train
cdan,407,art_painting/horse/pic_049.jpg,0,train
cdan,408,art_painting/house/pic_123.jpg,0,train
cdan,409,art_painting/guitar/pic_071.jpg,0,train
cdan,410,art_painting/elephant/pic_201.jpg,0,train
cdan,411,art_painting/elephant/pic_144.jpg,0,train
cdan,412,art_painting/dog/pic_232.jpg,0,train
cdan,413,art_painting/house/pic_111.jpg,0,train
cdan,414,art_painting/elephant/pic_207.jpg,0,train
cdan,415,art_painting/elephant/pic_152.jpg,0,train
cdan,416,art_painting/person/pic_496.jpg,0,test
cdan,417,art_painting/horse/pic_130.jpg,0,train
cdan,418,art_painting/giraffe/pic_118.jpg,0,test
cdan,419,art_painting/elephant/pic_048.jpg,0,test
cdan,420,art_painting/dog/pic_393.jpg,0,train
cdan,421,art_painting/giraffe/pic_085.jpg,0,train
cdan,422,art_painting/horse/pic_090.jpg,0,train
cdan,423,art_painting/giraffe/pic_268.jpg,0,train
cdan,424,art_painting/person/pic_433.jpg,0,train
cdan,425,art_painting/horse/pic_154.jpg,0,test
cdan,426,art_painting/horse/pic_135.jpg,0,test
cdan,427,art_painting/person/pic_248.jpg,0,test
cdan,428,art_painting/elephant/pic_158.jpg,0,train
cdan,429,art_painting/person/pic_438.jpg,0,train
cdan,430,art_painting/giraffe/pic_176.jpg,0,test
cdan,431,art_painting/person/pic_052.jpg,0,train
cdan,432,art_painting/elephant/pic_113.jpg,0,train
cdan,433,art_painting/house/pic_191.jpg,0,train
cdan,434,art_painting/elephant/pic_078.jpg,0,train
cdan,435,art_painting/guitar/pic_089.jpg,0,train
cdan,436,art_painting/dog/pic_133.jpg,0,train
cdan,437,art_painting/dog/pic_282.jpg,0,test
cdan,438,art_painting/dog/pic_084.jpg,0,train
cdan,439,art_painting/dog/pic_371.jpg,0,train
cdan,440,art_painting/guitar/pic_171.jpg,0,train
cdan,441,art_painting/dog/pic_269.jpg,0,train
cdan,442,art_painting/elephant/pic_061.jpg,0,train
cdan,443,art_painting/person/pic_464.jpg,0,test
cdan,444,art_painting/person/pic_161.jpg,0,train
cdan,445,art_painting/person/pic_247.jpg,0,test
cdan,446,art_painting/dog/pic_301.jpg,0,train
cdan,447,art_painting/person/pic_487.jpg,0,test
cdan,448,art_painting/horse/pic_142.jpg,0,train
cdan,449,art_painting/house/pic_221.jpg,0,train
cdan,450,art_painting/elephant/pic_252.jpg,0,train
cdan,451,art_painting/elephant/pic_178.jpg,0,train
cdan,452,art_painting/person/pic_320.jpg,0,train
cdan,453,art_painting/giraffe/pic_185.jpg,0,test
cdan,454,art_painting/horse/pic_028.jpg,0,train
cdan,455,art_painting/dog/pic_297.jpg,0,train
cdan,456,art_painting/dog/pic_138.jpg,0,train
cdan,457,art_painting/dog/pic_036.jpg,0,train
cdan,458,art_painting/horse/pic_017.jpg,0,train
cdan,459,art_painting/dog/pic_194.jpg,0,train
cdan,460,art_painting/giraffe/pic_072.jpg,0,train
cdan,461,art_painting/dog/pic_157.jpg,0,train
cdan,462,art_painting/person/pic_135.jpg,0,train
cdan,463,art_painting/horse/pic_136.jpg,0,train
cdan,464,art_painting/horse/pic_134.jpg,0,test
cdan,465,art_painting/guitar/pic_173.jpg,0,train
cdan,466,art_painting/guitar/pic_129.jpg,0,train
cdan,467,art_painting/dog/pic_329.jpg,0,train
cdan,468,art_painting/giraffe/pic_069.jpg,0,train
cdan,469,art_painting/giraffe/pic_243.jpg,0,train
cdan,470,art_painting/giraffe/pic_153.jpg,0,train
cdan,471,art_painting/giraffe/pic_001.jpg,0,train
cdan,472,art_painting/giraffe/pic_140.jpg,0,train
cdan,473,art_painting/house/pic_213.jpg,0,test
cdan,474,art_painting/house/pic_009.jpg,0,test
cdan,475,art_painting/person/pic_094.jpg,0,test
cdan,476,art_painting/person/pic_070.jpg,0,test
cdan,477,art_painting/dog/pic_026.jpg,0,train
cdan,478,art_painting/dog/pic_397.jpg,0,test
cdan,479,art_painting/house/pic_269.jpg,0,train
cdan,480,art_painting/giraffe/pic_086.jpg,0,test
cdan,481,art_painting/person/pic_213.jpg,0,test
cdan,482,art_painting/elephant/pic_029.jpg,0,train
cdan,483,art_painting/giraffe/pic_138.jpg,0,train
cdan,484,art_painting/house/pic_034.jpg,0,test
cdan,485,art_painting/giraffe/pic_028.jpg,0,train
cdan,486,art_painting/person/pic_380.jpg,0,train
cdan,487,art_painting/horse/pic_002.jpg,0,test
cdan,488,art_painting/house/pic_011.jpg,0,train
cdan,489,art_painting/person/pic_196.jpg,0,train
cdan,490,art_painting/elephant/pic_148.jpg,0,train
cdan,491,art_painting/person/pic_157.jpg,0,train
cdan,492,art_painting/elephant/pic_117.jpg,0,train
cdan,493,art_painting/elephant/pic_060.jpg,0,train
cdan,494,art_painting/house/pic_008.jpg,0,train
cdan,495,art_painting/guitar/pic_059.jpg,0,train
cdan,496,art_painting/guitar/pic_074.jpg,0,train
cdan,497,art_painting/dog/pic_214.jpg,0,train
cdan,498,art_painting/giraffe/pic_122.jpg,0,train
cdan,499,art_painting/house/pic_304.jpg,0,test
cdan,500,art_painting/house/pic_322.jpg,0,test
cdan,501,art_painting/horse/pic_222.jpg,0,test
cdan,502,art_painting/horse/pic_151.jpg,0,train
cdan,503,art_painting/dog/pic_134.jpg,0,test
cdan,504,art_painting/person/pic_069.jpg,0,train
cdan,505,art_painting/person/pic_011.jpg,0,test
cdan,506,art_painting/dog/pic_314.jpg,0,train
cdan,507,art_painting/horse/pic_001.jpg,0,test
cdan,508,art_painting/house/pic_309.jpg,0,train
cdan,509,art_painting/giraffe/pic_180.jpg,0,test
cdan,510,art_painting/house/pic_004.jpg,0,train
cdan,511,art_painting/house/pic_311.jpg,0,train
cdan,512,art_painting/dog/pic_312.jpg,0,train
cdan,513,art_painting/person/pic_294.jpg,0,train
cdan,514,art_painting/person/pic_525.jpg,0,train
cdan,515,art_painting/giraffe/pic_173.jpg,0,train
cdan,516,art_painting/elephant/pic_075.jpg,0,train
cdan,517,art_painting/guitar/pic_177.jpg,0,test
cdan,518,art_painting/house/pic_088.jpg,0,test
cdan,519,art_painting/giraffe/pic_077.jpg,0,test
cdan,520,art_painting/house/pic_245.jpg,0,train
cdan,521,art_painting/dog/pic_226.jpg,0,test
cdan,522,art_painting/elephant/pic_044.jpg,0,train
cdan,523,art_painting/dog/pic_099.jpg,0,train
cdan,524,art_painting/person/pic_209.jpg,0,train
cdan,525,art_painting/person/pic_304.jpg,0,test
cdan,526,art_painting/horse/pic_138.jpg,0,train
cdan,527,art_painting/guitar/pic_034.jpg,0,train
cdan,528,art_painting/person/pic_296.jpg,0,train
cdan,529,art_painting/horse/pic_054.jpg,0,train
