path,domain,partition,bytes,sha256
photo/dog/056_0049.jpg,photo,train,32994,187ae180d70c57e13038dec46536d30020179221ceb34d39edeee0f54a8fcfc4
photo/dog/056_0051.jpg,photo,train,28474,7ef0f0c9d422f3638392df13a3eebb56d726cc39d57319f6eb7eaf6b313a9b71
photo/dog/056_0053.jpg,photo,train,35008,b4ba91dcae8a0bb927d112311f6308f1bbe6fa006ad08001096f0623820f69c4
photo/dog/056_0054.jpg,photo,train,19679,33a05c6712a190d0932de22dd0a1993b4e5a2c91d9b54a0835951b58a97a1174
photo/dog/056_0055.jpg,photo,train,27214,96b35febf3968fb9de4dbea62783272e3ed0e4f7cbc1c9d6230a2b8b1555b49c
photo/dog/056_0056.jpg,photo,train,33729,149ccb0812ca03709edb1e40cf5702d926e9b8334474e6152582c6a9f49b60d9
photo/dog/056_0057.jpg,photo,train,19964,813d224861c392887e30464900e9ff653c34b69b2c74d34ccda428f5abb8747e
photo/dog/056_0059.jpg,photo,train,29109,14dd3dce91ad60d33c8a1445712bac3f15cdbfbffa15f6fc61b01c9e71b10ceb
photo/dog/056_0060.jpg,photo,train,30144,b6db77a0798d4e3b9aa4ea7e9155d37bdb109f8cd73055be608f55a86ea199ce
photo/dog/056_0063.jpg,photo,train,26411,4883faec54ab3c58d395a83f5158fafc8c1d4188e8c570d7dff35562554c2be8
photo/dog/056_0064.jpg,photo,train,30808,7db3e3e26ea6bc1e5686169b0e0b5e9ce9bcc00f8435385c05cf2b4e0590da30
photo/dog/056_0065.jpg,photo,train,34007,4eb69780138cd3fbefef1e34380928e248bb6bd6b94056f73d3039e81f6c08d7
photo/dog/056_0066.jpg,photo,train,37066,634899bf882295861961fe5ae3b163fda04018e511ad48c8136d2bfd12ea4734
photo/dog/056_0067.jpg,photo,train,45840,26dc153a2a3b7af83bdc8275bb2db0271b9156c391505e142979bd74ade43636
photo/dog/056_0069.jpg,photo,train,16052,4aabc832759460e81c71c2d87bbbb0e351f950f7e8133644612edef9d05311dc
photo/dog/056_0070.jpg,photo,train,33263,1a5dc3a645a22786e7b717aefb4b39590466afa5121da8763b7e04a7ea054044
photo/dog/056_0072.jpg,photo,train,34279,fe3cefc08d2eb920b547a770503d4191fc7f462bd9b996820abb7840086189e9
photo/dog/056_0074.jpg,photo,train,20406,f849c2eeead0cc1a75448d126760886bd8e425379d4f4eb83e76034cab809506
photo/dog/056_0076.jpg,photo,train,21669,06373f8c3b7a538772c1f98752705bdfc856be7e5f2d9bb629fb1d9c2e08a746
photo/dog/056_0077.jpg,photo,train,23210,2291b2c88ccff04ccb6eff1a015fb99bb0180616d556ddfbc7227174f841b8ba
photo/dog/056_0078.jpg,photo,train,22598,62d77cb4890f6787cc02509f8743b02745fd8dbec1738045447d31c390844b4b
photo/dog/056_0079.jpg,photo,train,19200,7250e437147e9da5ada0d5bfc1cc17b36b03718e5b0b284522995a801c6aa57b
photo/dog/056_0081.jpg,photo,train,22512,24bbdcf1496b48f57090949da949427fb7a06199a7057756fa905369f9c7cee9
photo/dog/056_0083.jpg,photo,train,29554,d127007f25c819e2c37776dac01b8108c6a28a46f2a8e982b056a55ad55ec87b
photo/dog/056_0085.jpg,photo,train,30566,dc8557dca19778c74c479778daa2990ef55ecce5049dcc5931edb430fd397476
photo/dog/056_0086.jpg,photo,train,30756,abdcc884ae0887543859733bdac6139d523cf514c1aa0155eefe5218f7fdfe2e
photo/dog/056_0087.jpg,photo,train,30264,4bf98238bd6a86c8a4eb5c4b11ff05b2a1403c0268c09609f9fdf7dca265367a
photo/dog/056_0088.jpg,photo,train,27178,b1155abe481c2a054b0d5e3bf3eb3793073836c6b7bc5a73091a7f9225a241f8
photo/dog/056_0089.jpg,photo,train,39590,c09730116942f6f2169fb729fdb02ea83b4c9bfefb5ca4e9bd160158f0699492
photo/dog/056_0091.jpg,photo,train,22330,e94e02723effa63732f61d757214d54065b2e2c030d5f620dcc76638fb5b15ed
photo/dog/056_0092.jpg,photo,train,36660,01f97f8093842e5b221f0b14721b75f0b963b2982ae42d44c3e0cfcc3d822e4b
photo/dog/056_0093.jpg,photo,train,22548,77e64e4595a4b57e1de7b04eddf157ecee39e44a267755b5e092824f9021b266
photo/dog/056_0097.jpg,photo,train,36851,1ae05c86bff896b0bba016187a3c8f92a16b7971e4abf8cfae77eccd462056ab
photo/dog/056_0098.jpg,photo,train,31955,7bdb6368e0d7f51554824848141e2bb51a0357c3cd00fdaa7d4027e9e8911f64
photo/dog/056_0099.jpg,photo,train,29525,805b4f08400c48b0805cc947190628835ba8195d7e98ab8ae07da0beb678d0e4
photo/dog/056_0101.jpg,photo,train,27976,74a881581ba762a73cf9e3dfed6dabcf9e09b37e86146045189ae7c725664851
photo/dog/056_0102.jpg,photo,train,27229,4fcf1c9c8c906f9283448e81dd73988826f5b0c5b3b1694a52114f0e2413e95a
photo/dog/n02103406_1011.jpg,photo,train,23240,0dbcd539b039346171374b6f5584a6bbb563f919aeb5187d85a61076a3ec6cd6
photo/dog/n02103406_1138.jpg,photo,train,19971,501dc0f6ef94abe9aa4ddf37bf4caf5d1e69cdc0a9735e3e7b919bd7f2e2c44e
photo/dog/n02103406_1170.jpg,photo,train,18099,8291a27bcd4fd11f5cd1d94b07dce091dc092206353d52d18858d4ec42b7fdcc
photo/dog/n02103406_1247.jpg,photo,train,24952,00fdd2687cf79fe036af3efd5b9d84bc2abac8ee915640e658ba575625b11664
photo/dog/n02103406_13049.jpg,photo,train,33000,c64bbba867398008f0a91d44fde0c8452729715c0d005473672e6df4a6e64626
photo/dog/n02103406_1754.jpg,photo,train,20226,75e61930f746b90c24474b482737ef6f530c37fd1a1b1527bce54af66a6b7ba8
photo/dog/n02103406_2209.jpg,photo,train,25445,602dd4eca35017d5308e0966b636c9d3bdaaa61595fc5ca1afc701d9530614b2
photo/dog/n02103406_2706.jpg,photo,train,19718,e568cc83d45c01be35504f0c6ddc411bef292455c1c2c773a2227fc2e9d48a89
photo/dog/n02103406_3056.jpg,photo,train,19017,0080718885ae0993baa5e1f47765652bb84743f225e242af26a714361d0d3e14
photo/dog/n02103406_3108.jpg,photo,train,22888,a9b985827f578c0c98cfa00c9e602074d6a13969c8a89c1a113cc7ece01d8595
photo/dog/n02103406_3255.jpg,photo,train,29885,07ec43580571f982bd1694d960a9a98200ceea149552cb67288cd716a9b9f2fd
photo/dog/n02103406_3299.jpg,photo,train,33759,b4ca56b3903bc4c13d3fdada9631957431cadf865fbbfd65fa712ee076b66e9b
photo/dog/n02103406_3326.jpg,photo,train,11003,f00901b5f2bdb6a1a66cd7a63c352f248f8687b9b3b7769cf2d9dedd826eec00
photo/dog/n02103406_3401.jpg,photo,train,28546,ae60613a6b23d9804dda98919fdd4a576c22231c0089a25453178669d4674730
photo/dog/n02103406_343.jpg,photo,train,20405,a37b5afe1a10d2c7a5c3889d65b9f7ceebb41f1f04639b0333e44febefc5371e
photo/dog/n02103406_346.jpg,photo,train,22265,7b2a56767ceb0d7812b9f31f67df11561c774420c0fc6c3c271692c2011ad8f4
photo/dog/n02103406_3743.jpg,photo,train,25887,6f1a3d90a2e87a3dc2dce0442ceb707e1ef16c4a30a314b75b458a6acc8e6f6a
photo/dog/n02103406_3750.jpg,photo,train,27467,4cca2c1334d8044e683455969be154fe77f09019669ed933f2bbcff90359d2f3
photo/dog/n02103406_4068.jpg,photo,train,26962,8c1b7c3545652868ea8a613de54e598598b0a96704b17267f3469fbf391e722c
photo/dog/n02103406_4849.jpg,photo,train,31778,17cee39a3282a2de7d7b6c21eab8cc88df29a3aac69dc5d8d23779d26816371a
photo/dog/n02103406_5216.jpg,photo,train,34321,dde171acd972d4d35b3a24f448d88d8393f205402fa5b49fb91d0f30a5f68f5c
photo/dog/n02103406_5224.jpg,photo,train,15490,b2765f8fcfa5f345ea0c198e18bb60a1d7efe6af4397a4bcf6dab15c41c1ff41
photo/dog/n02103406_5563.jpg,photo,train,21092,293dda2753e68333ccb990a6eae7dacc3666310e4b1ccf8de9711b055ba39bc6
photo/dog/n02103406_5601.jpg,photo,train,26299,a9536ab7a55aad9a9f2b7fbba1de6c8cc8ac8950a93a3c702de7f241dc2a01ad
photo/dog/n02103406_6274.jpg,photo,train,18964,dfe813622454be8405253f10f03d1f6b805eca97ae9a9f689f7751fadfbc1b19
photo/dog/n02103406_6461.jpg,photo,train,29866,a55a567a820860cc8ed8e322742f60eeee41e67c63717db74a79c3c409e355aa
photo/dog/n02103406_6857.jpg,photo,train,24538,e1e87378c1742c9dc395efa3bebc2627a5fb3ee858918ea974e99a50540fb7c7
photo/dog/n02103406_7201.jpg,photo,train,29157,077a8e84d0d17c24802fbefadbd8c00f6cc2366dcb940267c210d7bd708e497c
photo/dog/n02103406_7368.jpg,photo,train,32012,747dc28600b08dc7f6c43619c5c7c9545a3cb059dfe9b7baa9d4c957b57725ec
photo/dog/n02103406_7521.jpg,photo,train,25257,aef2e4a90b1fa24c6a2cb0d061334c6f56047f45cdf44ace5b2ce5d645469d8c
photo/dog/n02103406_7708.jpg,photo,train,21737,d6e883dd9e98ae4d80418d362ae093013e7552e549eef92e1cbf37a799b023c2
photo/dog/n02103406_8004.jpg,photo,train,25130,b1e66a84c2b9957378959f7c9e3659cd49459c2ea117bc1ed3b97e57c9fd2c43
photo/dog/n02103406_8362.jpg,photo,train,26979,061633a30e4c4d3f9aa74f4aadee63c88bc5e9600b3b3394bbb87028a4ea5e64
photo/dog/n02103406_8421.jpg,photo,train,20264,a2382d0879f04c22b66854f760ebdec9be407779e5745ea9290460781018c624
photo/dog/n02103406_865.jpg,photo,train,25017,8e72ababcc7988313b5efe6e990884a0aef2ce7bd01f1eb670a7502b5bec14e4
photo/dog/n02103406_936.jpg,photo,train,19544,b0f2f5200c9c47152d4460f5533f1e8020436dae478cadd30aee99ef4a273820
photo/dog/n02103406_995.jpg,photo,train,25210,00156a86465d03b221d25ab0810384021fc4c4eb4f808eb472c67d9d6a173dda
photo/dog/n02106662_10406.jpg,photo,train,20944,20fa45bc42caa9e47b85ac8a41b5a897407647fe07517c92bc56db1d2641b99f
photo/dog/n02106662_13178.jpg,photo,train,24454,6759e167eaf980f9f9be34cc9222c035dd28c5f5c337d6f7ac6385e96505c4d5
photo/dog/n02106662_13912.jpg,photo,train,21669,9637463b977115659219ddf19f0a82053f5e8735e418af2710d692f8d116d573
photo/dog/n02106662_15858.jpg,photo,train,32406,7cbc6e15f6705d1e60f26bef800ce629dff22042663ce69e8719b511eb7edf3a
photo/dog/n02106662_18402.jpg,photo,train,25408,8b17c6ce431ed6c74c161a11a66090f4c32959d4ef364b47e73aae4408899444
photo/dog/n02106662_18405.jpg,photo,train,28247,3a79b25b735d7ff30b761276fe6b916739d9903de85ac54738c0b81b93cb45ce
photo/dog/n02106662_1874.jpg,photo,train,28652,157e6348901ebb50e0ce1ac3d75663ddf141a363522e44fe5835e390f399b8d6
photo/dog/n02106662_18922.jpg,photo,train,31647,7a15dc173d70648a19688e99d308b06ea04b872501fa858d8531dea795230f06
photo/dog/n02106662_18953.jpg,photo,train,24603,8d0f9bcb072c4756ab801f2be151c7163e08ef7700d0a65723e8fead1b5b1c0a
photo/dog/n02106662_2101.jpg,photo,train,29840,3f0927d49fe14ffa46549624613c5d83b0b195158f7442860cce3e22a1a22d88
photo/dog/n02106662_2157.jpg,photo,train,27970,a2fcf89bb59401348bdf649a0082bd3897cb835b3a4243fdb1d3ade747faa34e
photo/dog/n02106662_2377.jpg,photo,train,25165,330cc37be0550d2712d9541c7fb986b4653182034029d403dc32a7133ab5f0ec
photo/dog/n02106662_24019.jpg,photo,train,26270,c91bbb493c38c6bd334e075f410607bdc9d3e106b207be3b8e2b49238595f0ca
photo/dog/n02106662_24577.jpg,photo,train,26716,df2cbfe1a30163a2b83fcb71d062cab80352951920a8f2624be2a3aa44444af3
photo/dog/n02106662_24786.jpg,photo,train,22716,82a56e21387d939c7dbe4d3cc49d0661fef28ee65195faf99aa1ec98a817ce25
photo/dog/n02106662_26549.jpg,photo,train,26925,ddbc5e4cd726c03f4088b9b0e5cb444953dddcb6ddf7e3248b67bc28a43282bf
photo/dog/n02106662_2740.jpg,photo,train,29957,a48e06d5102333862f9a5cc5b0defd7bfbd71e8083ba266d6d5d7be1463f996a
photo/dog/n02106662_466.jpg,photo,train,33166,dc69743949a42a505a9f224ccfbabf48e0d7c28e24e95522a9ff4a0f605d5596
photo/dog/n02106662_5001.jpg,photo,train,24501,44d247538b15b33fc61026de555bc2e6ca1b0a2e05b9877f6fcd64f932bd30c2
photo/dog/n02106662_7960.jpg,photo,train,19327,a65b287314cfbf6c998c3f73c4a05835d8f44e0687f41ce9f3914c512a90af45
photo/dog/n02106662_8511.jpg,photo,train,31413,2356fb0264f173aedecf6bbf549d94ca03310ee7bf4916fd847bd3da1cc176ec
photo/dog/n02106662_8870.jpg,photo,train,25149,12c92cdc8811f7586865edd0709f3022a9a2a816320a180cacd3fc572981cec4
photo/dog/n02106662_928.jpg,photo,train,18430,852473cf6f81e9c77b77a998d01200b3be676b2430bbadd9f8287b1567f98af2
photo/dog/n02109525_10297.jpg,photo,train,13868,5a381e00fb52085053ea3d4bf74f8d986af802090769b296fc24fbaa170bc347
photo/dog/n02109525_11444.jpg,photo,train,23092,4b8cf251ade2c56244c67a33cfb6b96d6e13c996558265d35af368d71b876067
photo/dog/n02109525_13700.jpg,photo,train,21377,fa246d1c04f3c2a02c77e7197490ae19fa0a2a60e17600c0d1bc5694151ea4a0
photo/dog/n02109525_16346.jpg,photo,train,23586,2906af0c1f58be03bc3f3be4a368a151a88d1d36f335c8f35fa9cfc4a6c619df
photo/dog/n02109525_18347.jpg,photo,train,29057,88445f165fa0ec4ae09f9e279123b6c7b2eb1cfc7bda4b658284582a4e74378b
photo/dog/n02109525_1893.jpg,photo,train,22135,32675b9ad26330eb11f000d9aed277689477d4fb05f3885b11d13f82f2069eb2
photo/dog/n02109525_3202.jpg,photo,train,33097,dc15937bba95aafc6c0ec94af298d39e4620b4b80f42a9fff3ff24e0c8162f70
photo/dog/n02109525_3782.jpg,photo,train,18551,a69ce998344e43b22e07a720e2d1c3685f0f10bbd7b19b9ef4fbd40b41e7082e
photo/dog/n02109525_5013.jpg,photo,train,23234,13b71a2d597719119b2d66a48a3fb72d8bae02d2e5a9a207abb5d7e332dd5476
photo/dog/n02109525_5583.jpg,photo,train,29046,e96cbd3b9ba10f16d4ea52cc47bc453ee6286cb1fe9f748e3bf115178d914452
photo/dog/n02109525_5966.jpg,photo,train,25245,32f1f05f6094b8c6bf328ea26c7343bab136ad83307edef18772c9d6aa8bf2b0
photo/dog/n02109525_6693.jpg,photo,train,20589,e316b9f17c103c3d83183cbd3e4ed3384cc947a7413e6963a8ac503e8a496395
photo/dog/n02109525_704.jpg,photo,train,27900,9745eb8fa3cf5a802ad5bd51eec5526ac88b7499fa0518a3b23fa543895b0506
photo/dog/n02109525_7874.jpg,photo,train,19002,71c066005d609541a5ed10b11d34a5e85b6cbb6b4ebf9bb25537fbcdef6104eb
photo/dog/n02109525_8211.jpg,photo,train,24612,88212cdc9692c5e4032923f5a265905c20bc5985b7297fa09a0ca69294554172
photo/dog/n02109525_8457.jpg,photo,train,25594,2bcaa6140d743a7be12c1d94d3df7d67c1bee2c56650007a2c117eb1b2bcf837
photo/dog/n02109525_9037.jpg,photo,train,22887,e06e8f676fa820b8c86091f0e3bbfad2fdf98565403a22021eccaa916b456fd6
photo/elephant/064_0001.jpg,photo,train,23317,aa093878c7c7cdf0559ffa2e4bfeed1e83a7589a148b28dcec86c12192fb5490
photo/elephant/064_0002.jpg,photo,train,36824,d582d215c744a1ace096aa881c3dd7c1cf633cf787afdb4cc6c6b32ba5b6d520
photo/elephant/064_0003.jpg,photo,train,23502,f39e11648298b7a8b223a55e97d8cfc035ecd59c0bc5a4f8868112c16f45d6b2
photo/elephant/064_0005.jpg,photo,train,27987,20b8be1d0c33328ee41ae84a789e4b313b126aacfc8a36a5653829d02e3006d0
photo/elephant/064_0006.jpg,photo,train,29752,f8031e57668402700fd7b67e71f699d5b15f5c9f1bfc511f6c2fbf8a92cb4fc5
photo/elephant/064_0007.jpg,photo,train,36685,6ec1366a8d212cd651eb258197ef3e227c1288483b19704fb86af61d752e5d15
photo/elephant/064_0009.jpg,photo,train,18402,d42b343e9c470cd212ed9dfd3a340d53eb3b34fd3645cbbbcf11ed1170cfb58c
photo/elephant/064_0010.jpg,photo,train,23619,09cc9d889e4e0ee32c916a2e8dac989fa66bcf584bb802902f0878c4072a3aa5
photo/elephant/064_0013.jpg,photo,train,28048,298063a6847f97d457ac71b49d9e682477ddc04cf885b7d4f764b4432546deef
photo/elephant/064_0014.jpg,photo,train,22222,38b5ff73467f9a5153d769669d944b41fe1a42b1353a890d4b0fd920a0a89809
photo/elephant/064_0015.jpg,photo,train,24574,3a94202b44535a0d81e72db8a8c6052c5757d0514261185fd6048b436456c3b5
photo/elephant/064_0017.jpg,photo,train,29031,105466a5fa146236537cb4d38090bc2deb5f2702ff32483ccb4eceb7d7e83a05
photo/elephant/064_0018.jpg,photo,train,28730,c94d653e80048c5bf1c57c5e35d14afb8389f99894dba74083d372c681516806
photo/elephant/064_0019.jpg,photo,train,35923,a425f6d0c427b030ae2cf153b708c1b0d7ba05cf491f13bc12b3f435a3cc2b44
photo/elephant/064_0020.jpg,photo,train,20980,a4845760c90abd85f2d6dac50cac48490834d51aee62de733893057c0729eda6
photo/elephant/064_0021.jpg,photo,train,27898,c5f9ae444f1207e7e6f4767110182485391b040b1ebde3899425f23d0aeadb8f
photo/elephant/064_0022.jpg,photo,train,31339,4690847a72b5b688f578275b7a8b97f6116689cb53e39db745b1f0d46e259317
photo/elephant/064_0023.jpg,photo,train,21657,0f5066b715bbcaeef3bad10a20cd13f99a37bdaadf1a5a7e021485cf81e2a34e
photo/elephant/064_0025.jpg,photo,train,30040,1ae1e174eb737541b408d0d15d507422ff0c2f659ccf1871bc909dfdafff453a
photo/elephant/064_0030.jpg,photo,train,29620,68153f4110e840e4f6bfd699997d728746224fe39939821be1b8917f5c92631e
photo/elephant/064_0031.jpg,photo,train,25231,e7a7377cba00dc0540449087e20e76bcaa90d634d90f7320db0c6f9854b4e9cf
photo/elephant/064_0032.jpg,photo,train,22126,243cd2fba82b5d8fcb0f663df8fe23e88d996eb5ef0a67ac17d63658896a0874
photo/elephant/064_0033.jpg,photo,train,26393,c3bdbadbb1e270a7b59a9e5935483f111afa1ae2c51016e485c50d0cc556ae9c
photo/elephant/064_0034.jpg,photo,train,40488,c94cc68ccb65ec888d2d5b2ff3967a41bdb51e69242342dec9defc54c8d54913
photo/elephant/064_0035.jpg,photo,train,39072,779b08320e1442776f354db93f92235024bede22199c77af65ff173036828906
photo/elephant/064_0036.jpg,photo,train,23279,9e246c8ccbe9af282455900c1ccdcc757f92d21600a921173bb7970f4cd91786
photo/elephant/064_0037.jpg,photo,train,38071,75f597d109fccf8fcc586bd1565db9a672ca943b7c5241934f076a07b684842b
photo/elephant/064_0038.jpg,photo,train,29635,7c5187edc05086da82e8c58667d51e7c24cb7f1ebd1872ebc6de1ecf6fa98e1e
photo/elephant/064_0040.jpg,photo,train,14226,deca4f42c244ebfafa562cd470c5d952f246fd1ed70e1aa35f77f08eb5767391
photo/elephant/064_0041.jpg,photo,train,29965,42f6556f461b6b2897b20873f7024eb00746f9fbab571e5637063e800e4077ce
photo/elephant/064_0042.jpg,photo,train,30411,16e9bac6707337f0fee43d83f0ec87255335f42c1cdce06b0cf2fd1c1f2b0a86
photo/elephant/064_0043.jpg,photo,train,32291,a8422712a925af96e4eb6b64efcf17e8f3b913df2f2178367d5865db427043a9
photo/elephant/064_0047.jpg,photo,train,30482,623f94a8804cd8218142cbf244f1b0408191e382efab99007ac024800315fefa
photo/elephant/064_0048.jpg,photo,train,30737,20f0bf75f9301136dc222e9502f7e630be4b7604bd337aa5395471cf4b66523f
photo/elephant/064_0049.jpg,photo,train,32916,4a67734c533ebdecabfa8a0dce4f4f185292bc8a3edaf7749c7d8ec3f19a470d
photo/elephant/064_0051.jpg,photo,train,23844,dfe4fd22b2cadea8a47ee304ef4bbc0aaa480351fd40eea452086f4fe478bc4c
photo/elephant/064_0052.jpg,photo,train,28382,096a842bacb6b7f8ab61ddbe66695bd9c1ec6a93dc9d7c789913400d9a92295b
photo/elephant/064_0053.jpg,photo,train,32890,6cf30b9560b93435e941b2c17ff940d590cbaa5a7d47bcd77f492a7b882fb972
photo/elephant/064_0054.jpg,photo,train,43566,e5376e8fe0ac247acd1d4b84f91ac1ac8997273f0e1c90ea5a705af515f0f1ed
photo/elephant/064_0055.jpg,photo,train,25901,7cce4ff4e30cddb59d93376d1112e5caca692fb4e958fb53ab968cade5660a54
photo/elephant/064_0056.jpg,photo,train,31494,16a81270ab5e9c5c57f8d83f0cf6472e070bdfae0da2fccc6b921677fb1a639e
photo/elephant/064_0057.jpg,photo,train,23831,43963d5c69c537172711e21660a06cc96aa830252bd03bea423a043f0c7e9e7d
photo/elephant/064_0058.jpg,photo,train,32417,64ed6d0701bd8e08a3d653f7d9addc26de0daa3ef733b9fcdc6bd3f77dbc91e6
photo/elephant/064_0059.jpg,photo,train,33369,56070e940307ed9e22f591ba609979e6e21dba18b25cfcc9b39f793742fd401f
photo/elephant/064_0060.jpg,photo,train,24859,b42ec86cc9dabbba2eb26d2c7b2a5cd832c510dc6303e003dcc069046a19820b
photo/elephant/064_0061.jpg,photo,train,17827,1679423742da5ad2e8ba4af0d26543cd207dc720de995fbc8c8447f9000c8286
photo/elephant/064_0063.jpg,photo,train,26441,712f60aef5fe9b88535d77547193544e31751df322f3dd2eeb9518a07b8bcfea
photo/elephant/064_0064.jpg,photo,train,21609,31f3b776fee9ebdb594e82335810f982083bc63a164efbaa7095a0104adaa82f
photo/elephant/064_0065.jpg,photo,train,31896,b75fa3766401d2968a616589a8d65ab9886f41d451fc8a74bd13e202c12af871
photo/elephant/064_0066.jpg,photo,train,39383,40d384e87f3fbbb8d4795b4193e220104407dee498e8033079f49f93b89dbf8a
photo/elephant/064_0068.jpg,photo,train,28038,2955c63cff4d8daa72e91cd8826d31180cb629c513b4d0c0f2f0884365da6f7d
photo/elephant/064_0071.jpg,photo,train,32943,1554ee90dbb406aa3cf71b39c12110eb340a7004d024a551556b2a9b530c88e2
photo/elephant/064_0073.jpg,photo,train,19317,ca58d8011fde8bc75ae67624375ff5bb3c254b15ad6bebfbf3f8511cca451fcd
photo/elephant/064_0075.jpg,photo,train,26605,3499c5c05e498284a2dcfd9ac86f509f2051034121eefa0d9545526f5545f1b0
photo/elephant/064_0076.jpg,photo,train,24035,caddf7fdf1f986a7addea25f8e142df5d62db5a91a99cfdde176f6ecfe19c613
photo/elephant/064_0077.jpg,photo,train,30981,2bb93af514b5a8dccd8f64a12631efdb8d86230dcb4bc46caf73eb21eea15e09
